sequential: 32194060us [230us] (95.66%; 95.66%)
	FoldConstant: 9247030us [9228161us] (27.48%; 28.72%)
		InferType: 18869us [18869us] (0.06%; 0.20%)
	InferType: 21518us [21518us] (0.06%; 0.07%)
	SplitArgs: 22227us [2814us] (0.07%; 0.07%)
		InferType: 19413us [19413us] (0.06%; 87.34%)
	PlanDevices: 43066us [11us] (0.13%; 0.13%)
		PlanDevicesRewrite: 23847us [2757us] (0.07%; 55.37%)
			InferType: 21090us [21090us] (0.06%; 88.44%)
		PlanDevicesCore: 19208us [19208us] (0.06%; 44.60%)
	InferType: 20300us [20300us] (0.06%; 0.06%)
	FuseOps: 36100us [7718us] (0.11%; 0.11%)
		InferType: 28383us [28383us] (0.08%; 78.62%)
InferType: 33876us [33876us] (0.10%; 0.10%)
InlineGlobals: 653us [653us] (0.00%; 0.00%)
InferType: 30985us [30985us] (0.09%; 0.09%)
LabelOps: 62724us [31652us] (0.19%; 0.19%)
	InferType: 31071us [31071us] (0.09%; 49.54%)
AnnotateMemoryScope: 36614us [5052us] (0.11%; 0.11%)
	InferType: 31562us [31562us] (0.09%; 86.20%)
sequential: 1186193us [35us] (3.52%; 3.52%)
	RelayToTIRTargetHook: 777us [777us] (0.00%; 0.07%)
	InferType: 29909us [29909us] (0.09%; 2.52%)
	LowerTE: 1146328us [1840us] (3.41%; 96.64%)
		LowerTensorExpr: 1144488us [588226us] (3.40%; 99.84%)
			sequential: 1624us [24us] (0.00%; 0.14%)
				tir.InjectPrefetch: 13us [13us] (0.00%; 0.83%)
				tir.TextureFlatten: 151us [151us] (0.00%; 9.31%)
				tir.StorageFlatten: 504us [26us] (0.00%; 31.03%)
					tir.StorageFlatten_impl: 478us [9us] (0.00%; 94.80%)
						tir.BufferShapeLegalize: 89us [89us] (0.00%; 18.71%)
						tir.BufferStrideLegalize: 74us [74us] (0.00%; 15.41%)
						tir.ThreadScopePropagate: 10us [10us] (0.00%; 2.03%)
						tir.BufferBindUnwrapper: 59us [59us] (0.00%; 12.39%)
						tir.ApplyLayoutTransforms: 3us [3us] (0.00%; 0.72%)
						tir.StorageFlattener: 177us [177us] (0.00%; 37.00%)
						tir.AssertSimplifier: 57us [57us] (0.00%; 11.85%)
				tir.LowerCrossThreadReduction: 5us [5us] (0.00%; 0.31%)
				tir.LowerInitBlock: 5us [5us] (0.00%; 0.29%)
				tir.PlanAndUpdateBufferAllocationLocation: 4us [4us] (0.00%; 0.25%)
				tir.ConvertBlocksToOpaque: 4us [4us] (0.00%; 0.24%)
				tir.UnifyThreadBinding: 4us [4us] (0.00%; 0.24%)
				tir.ManifestSharedMemoryLocalStage: 6us [6us] (0.00%; 0.35%)
				tir.CompactBufferAllocation: 4us [4us] (0.00%; 0.25%)
				tir.LowerMatchBuffer: 44us [44us] (0.00%; 2.69%)
				tir.InjectSoftwarePipeline: 20us [20us] (0.00%; 1.23%)
				tir.LowerOpaqueBlock: 4us [4us] (0.00%; 0.24%)
				tir.FlattenBuffer: 4us [4us] (0.00%; 0.23%)
				tir.BF16Legalize: 57us [29us] (0.00%; 3.53%)
					tir.BF16Promote: 11us [11us] (0.00%; 18.71%)
					tir.BF16CastElimination: 7us [7us] (0.00%; 12.24%)
					tir.BF16TypeLowering: 10us [10us] (0.00%; 17.71%)
				tir.NarrowDataType: 75us [75us] (0.00%; 4.64%)
				tir.Simplify: 131us [131us] (0.00%; 8.04%)
				tir.LoopPartition: 16us [16us] (0.00%; 0.98%)
				tir.VectorizeLoop: 16us [16us] (0.00%; 0.97%)
				tir.InjectVirtualThread: 12us [12us] (0.00%; 0.72%)
				tir.InjectDoubleBuffer: 6us [6us] (0.00%; 0.36%)
				tir.StorageRewrite: 28us [28us] (0.00%; 1.72%)
				tir.LowerVtcmAlloc: 5us [5us] (0.00%; 0.30%)
				tir.UnrollLoop: 7us [7us] (0.00%; 0.43%)
				tir.RenormalizeSplitPattern: 49us [49us] (0.00%; 3.00%)
				tir.Simplify: 60us [60us] (0.00%; 3.68%)
				tir.RemoveNoOp: 12us [12us] (0.00%; 0.76%)
				tir.RewriteUnsafeSelect: 4us [4us] (0.00%; 0.28%)
				tir.HoistIfThenElse: 88us [5us] (0.00%; 5.43%)
					tir.InsertHoistIfThenElse: 19us [19us] (0.00%; 21.51%)
					tir.Simplify: 55us [55us] (0.00%; 62.63%)
					tir.RemoveNoOp: 9us [9us] (0.00%; 10.73%)
				tir.CommonSubexprElimTIR: 262us [262us] (0.00%; 16.15%)
			tir.BindParams: 8us [8us] (0.00%; 0.00%)
			sequential: 15717us [28us] (0.05%; 1.37%)
				tir.InjectPrefetch: 23us [23us] (0.00%; 0.15%)
				tir.TextureFlatten: 262us [262us] (0.00%; 1.67%)
				tir.StorageFlatten: 2081us [24us] (0.01%; 13.24%)
					tir.StorageFlatten_impl: 2056us [10us] (0.01%; 98.83%)
						tir.BufferShapeLegalize: 275us [275us] (0.00%; 13.36%)
						tir.BufferStrideLegalize: 244us [244us] (0.00%; 11.86%)
						tir.ThreadScopePropagate: 83us [83us] (0.00%; 4.06%)
						tir.BufferBindUnwrapper: 308us [308us] (0.00%; 14.96%)
						tir.ApplyLayoutTransforms: 6us [6us] (0.00%; 0.29%)
						tir.StorageFlattener: 916us [916us] (0.00%; 44.56%)
						tir.AssertSimplifier: 214us [214us] (0.00%; 10.42%)
				tir.LowerCrossThreadReduction: 6us [6us] (0.00%; 0.04%)
				tir.LowerInitBlock: 5us [5us] (0.00%; 0.03%)
				tir.PlanAndUpdateBufferAllocationLocation: 4us [4us] (0.00%; 0.03%)
				tir.ConvertBlocksToOpaque: 4us [4us] (0.00%; 0.03%)
				tir.UnifyThreadBinding: 4us [4us] (0.00%; 0.03%)
				tir.ManifestSharedMemoryLocalStage: 10us [10us] (0.00%; 0.06%)
				tir.CompactBufferAllocation: 5us [5us] (0.00%; 0.03%)
				tir.LowerMatchBuffer: 50us [50us] (0.00%; 0.32%)
				tir.InjectSoftwarePipeline: 62us [62us] (0.00%; 0.40%)
				tir.LowerOpaqueBlock: 4us [4us] (0.00%; 0.03%)
				tir.FlattenBuffer: 4us [4us] (0.00%; 0.03%)
				tir.BF16Legalize: 78us [5us] (0.00%; 0.49%)
					tir.BF16Promote: 26us [26us] (0.00%; 33.51%)
					tir.BF16CastElimination: 20us [20us] (0.00%; 25.38%)
					tir.BF16TypeLowering: 27us [27us] (0.00%; 34.51%)
				tir.NarrowDataType: 282us [282us] (0.00%; 1.80%)
				tir.Simplify: 1196us [1196us] (0.00%; 7.61%)
				tir.LoopPartition: 51us [51us] (0.00%; 0.32%)
				tir.VectorizeLoop: 49us [49us] (0.00%; 0.31%)
				tir.InjectVirtualThread: 210us [210us] (0.00%; 1.34%)
				tir.InjectDoubleBuffer: 10us [10us] (0.00%; 0.06%)
				tir.StorageRewrite: 158us [158us] (0.00%; 1.01%)
				tir.LowerVtcmAlloc: 40us [40us] (0.00%; 0.25%)
				tir.UnrollLoop: 162us [162us] (0.00%; 1.03%)
				tir.RenormalizeSplitPattern: 506us [506us] (0.00%; 3.22%)
				tir.Simplify: 1366us [1366us] (0.00%; 8.69%)
				tir.RemoveNoOp: 48us [48us] (0.00%; 0.31%)
				tir.RewriteUnsafeSelect: 38us [38us] (0.00%; 0.24%)
				tir.HoistIfThenElse: 1425us [5us] (0.00%; 9.07%)
					tir.InsertHoistIfThenElse: 288us [288us] (0.00%; 20.20%)
					tir.Simplify: 1090us [1090us] (0.00%; 76.52%)
					tir.RemoveNoOp: 42us [42us] (0.00%; 2.92%)
				tir.CommonSubexprElimTIR: 7543us [7543us] (0.02%; 47.99%)
			tir.BindParams: 15us [15us] (0.00%; 0.00%)
			sequential: 7523us [34us] (0.02%; 0.66%)
				tir.InjectPrefetch: 15us [15us] (0.00%; 0.21%)
				tir.TextureFlatten: 209us [209us] (0.00%; 2.78%)
				tir.StorageFlatten: 1308us [22us] (0.00%; 17.39%)
					tir.StorageFlatten_impl: 1286us [9us] (0.00%; 98.29%)
						tir.BufferShapeLegalize: 192us [192us] (0.00%; 14.95%)
						tir.BufferStrideLegalize: 180us [180us] (0.00%; 14.01%)
						tir.ThreadScopePropagate: 17us [17us] (0.00%; 1.32%)
						tir.BufferBindUnwrapper: 177us [177us] (0.00%; 13.74%)
						tir.ApplyLayoutTransforms: 4us [4us] (0.00%; 0.31%)
						tir.StorageFlattener: 519us [519us] (0.00%; 40.40%)
						tir.AssertSimplifier: 187us [187us] (0.00%; 14.56%)
				tir.LowerCrossThreadReduction: 6us [6us] (0.00%; 0.08%)
				tir.LowerInitBlock: 6us [6us] (0.00%; 0.08%)
				tir.PlanAndUpdateBufferAllocationLocation: 4us [4us] (0.00%; 0.05%)
				tir.ConvertBlocksToOpaque: 4us [4us] (0.00%; 0.05%)
				tir.UnifyThreadBinding: 4us [4us] (0.00%; 0.05%)
				tir.ManifestSharedMemoryLocalStage: 7us [7us] (0.00%; 0.09%)
				tir.CompactBufferAllocation: 4us [4us] (0.00%; 0.06%)
				tir.LowerMatchBuffer: 23us [23us] (0.00%; 0.30%)
				tir.InjectSoftwarePipeline: 31us [31us] (0.00%; 0.42%)
				tir.LowerOpaqueBlock: 4us [4us] (0.00%; 0.06%)
				tir.FlattenBuffer: 4us [4us] (0.00%; 0.06%)
				tir.BF16Legalize: 45us [4us] (0.00%; 0.60%)
					tir.BF16Promote: 15us [15us] (0.00%; 33.47%)
					tir.BF16CastElimination: 11us [11us] (0.00%; 23.65%)
					tir.BF16TypeLowering: 15us [15us] (0.00%; 32.97%)
				tir.NarrowDataType: 140us [140us] (0.00%; 1.86%)
				tir.Simplify: 754us [754us] (0.00%; 10.03%)
				tir.LoopPartition: 27us [27us] (0.00%; 0.36%)
				tir.VectorizeLoop: 35us [35us] (0.00%; 0.46%)
				tir.InjectVirtualThread: 166us [166us] (0.00%; 2.21%)
				tir.InjectDoubleBuffer: 9us [9us] (0.00%; 0.12%)
				tir.StorageRewrite: 60us [60us] (0.00%; 0.80%)
				tir.LowerVtcmAlloc: 10us [10us] (0.00%; 0.14%)
				tir.UnrollLoop: 13us [13us] (0.00%; 0.17%)
				tir.RenormalizeSplitPattern: 259us [259us] (0.00%; 3.45%)
				tir.Simplify: 698us [698us] (0.00%; 9.28%)
				tir.RemoveNoOp: 20us [20us] (0.00%; 0.27%)
				tir.RewriteUnsafeSelect: 10us [10us] (0.00%; 0.13%)
				tir.HoistIfThenElse: 797us [5us] (0.00%; 10.59%)
					tir.InsertHoistIfThenElse: 166us [166us] (0.00%; 20.82%)
					tir.Simplify: 609us [609us] (0.00%; 76.47%)
					tir.RemoveNoOp: 16us [16us] (0.00%; 2.05%)
				tir.CommonSubexprElimTIR: 2815us [2815us] (0.01%; 37.42%)
			tir.BindParams: 13us [13us] (0.00%; 0.00%)
			sequential: 2809us [25us] (0.01%; 0.25%)
				tir.InjectPrefetch: 16us [16us] (0.00%; 0.55%)
				tir.TextureFlatten: 156us [156us] (0.00%; 5.54%)
				tir.StorageFlatten: 1005us [24us] (0.00%; 35.77%)
					tir.StorageFlatten_impl: 981us [8us] (0.00%; 97.64%)
						tir.BufferShapeLegalize: 130us [130us] (0.00%; 13.26%)
						tir.BufferStrideLegalize: 162us [162us] (0.00%; 16.47%)
						tir.ThreadScopePropagate: 13us [13us] (0.00%; 1.36%)
						tir.BufferBindUnwrapper: 117us [117us] (0.00%; 11.94%)
						tir.ApplyLayoutTransforms: 4us [4us] (0.00%; 0.41%)
						tir.StorageFlattener: 436us [436us] (0.00%; 44.45%)
						tir.AssertSimplifier: 110us [110us] (0.00%; 11.25%)
				tir.LowerCrossThreadReduction: 6us [6us] (0.00%; 0.20%)
				tir.LowerInitBlock: 6us [6us] (0.00%; 0.20%)
				tir.PlanAndUpdateBufferAllocationLocation: 4us [4us] (0.00%; 0.16%)
				tir.ConvertBlocksToOpaque: 4us [4us] (0.00%; 0.16%)
				tir.UnifyThreadBinding: 4us [4us] (0.00%; 0.16%)
				tir.ManifestSharedMemoryLocalStage: 7us [7us] (0.00%; 0.25%)
				tir.CompactBufferAllocation: 4us [4us] (0.00%; 0.15%)
				tir.LowerMatchBuffer: 18us [18us] (0.00%; 0.65%)
				tir.InjectSoftwarePipeline: 27us [27us] (0.00%; 0.95%)
				tir.LowerOpaqueBlock: 5us [5us] (0.00%; 0.16%)
				tir.FlattenBuffer: 5us [5us] (0.00%; 0.16%)
				tir.BF16Legalize: 43us [5us] (0.00%; 1.53%)
					tir.BF16Promote: 14us [14us] (0.00%; 33.27%)
					tir.BF16CastElimination: 10us [10us] (0.00%; 23.44%)
					tir.BF16TypeLowering: 14us [14us] (0.00%; 32.12%)
				tir.NarrowDataType: 111us [111us] (0.00%; 3.94%)
				tir.Simplify: 213us [213us] (0.00%; 7.59%)
				tir.LoopPartition: 18us [18us] (0.00%; 0.66%)
				tir.VectorizeLoop: 17us [17us] (0.00%; 0.62%)
				tir.InjectVirtualThread: 15us [15us] (0.00%; 0.52%)
				tir.InjectDoubleBuffer: 7us [7us] (0.00%; 0.24%)
				tir.StorageRewrite: 35us [35us] (0.00%; 1.23%)
				tir.LowerVtcmAlloc: 6us [6us] (0.00%; 0.22%)
				tir.UnrollLoop: 9us [9us] (0.00%; 0.31%)
				tir.RenormalizeSplitPattern: 64us [64us] (0.00%; 2.29%)
				tir.Simplify: 81us [81us] (0.00%; 2.90%)
				tir.RemoveNoOp: 14us [14us] (0.00%; 0.49%)
				tir.RewriteUnsafeSelect: 6us [6us] (0.00%; 0.22%)
				tir.HoistIfThenElse: 120us [5us] (0.00%; 4.27%)
					tir.InsertHoistIfThenElse: 24us [24us] (0.00%; 19.86%)
					tir.Simplify: 80us [80us] (0.00%; 66.53%)
					tir.RemoveNoOp: 11us [11us] (0.00%; 9.34%)
				tir.CommonSubexprElimTIR: 759us [759us] (0.00%; 27.04%)
			tir.BindParams: 7us [7us] (0.00%; 0.00%)
			sequential: 30395us [39us] (0.09%; 2.66%)
				tir.InjectPrefetch: 21us [21us] (0.00%; 0.07%)
				tir.TextureFlatten: 59us [59us] (0.00%; 0.20%)
				tir.StorageFlatten: 911us [21us] (0.00%; 3.00%)
					tir.StorageFlatten_impl: 890us [8us] (0.00%; 97.66%)
						tir.BufferShapeLegalize: 83us [83us] (0.00%; 9.38%)
						tir.BufferStrideLegalize: 61us [61us] (0.00%; 6.82%)
						tir.ThreadScopePropagate: 35us [35us] (0.00%; 3.95%)
						tir.BufferBindUnwrapper: 58us [58us] (0.00%; 6.55%)
						tir.ApplyLayoutTransforms: 4us [4us] (0.00%; 0.42%)
						tir.StorageFlattener: 607us [607us] (0.00%; 68.26%)
						tir.AssertSimplifier: 33us [33us] (0.00%; 3.75%)
				tir.LowerCrossThreadReduction: 5us [5us] (0.00%; 0.02%)
				tir.LowerInitBlock: 5us [5us] (0.00%; 0.02%)
				tir.PlanAndUpdateBufferAllocationLocation: 4us [4us] (0.00%; 0.01%)
				tir.ConvertBlocksToOpaque: 4us [4us] (0.00%; 0.01%)
				tir.UnifyThreadBinding: 4us [4us] (0.00%; 0.01%)
				tir.ManifestSharedMemoryLocalStage: 9us [9us] (0.00%; 0.03%)
				tir.CompactBufferAllocation: 4us [4us] (0.00%; 0.01%)
				tir.LowerMatchBuffer: 40us [40us] (0.00%; 0.13%)
				tir.InjectSoftwarePipeline: 47us [47us] (0.00%; 0.16%)
				tir.LowerOpaqueBlock: 4us [4us] (0.00%; 0.01%)
				tir.FlattenBuffer: 4us [4us] (0.00%; 0.01%)
				tir.BF16Legalize: 58us [4us] (0.00%; 0.19%)
					tir.BF16Promote: 17us [17us] (0.00%; 28.72%)
					tir.BF16CastElimination: 15us [15us] (0.00%; 25.84%)
					tir.BF16TypeLowering: 22us [22us] (0.00%; 38.30%)
				tir.NarrowDataType: 204us [204us] (0.00%; 0.67%)
				tir.Simplify: 478us [478us] (0.00%; 1.57%)
				tir.LoopPartition: 41us [41us] (0.00%; 0.13%)
				tir.VectorizeLoop: 40us [40us] (0.00%; 0.13%)
				tir.InjectVirtualThread: 46us [46us] (0.00%; 0.15%)
				tir.InjectDoubleBuffer: 8us [8us] (0.00%; 0.03%)
				tir.StorageRewrite: 123us [123us] (0.00%; 0.41%)
				tir.LowerVtcmAlloc: 15us [15us] (0.00%; 0.05%)
				tir.UnrollLoop: 240us [240us] (0.00%; 0.79%)
				tir.RenormalizeSplitPattern: 276us [276us] (0.00%; 0.91%)
				tir.Simplify: 1139us [1139us] (0.00%; 3.75%)
				tir.RemoveNoOp: 45us [45us] (0.00%; 0.15%)
				tir.RewriteUnsafeSelect: 56us [56us] (0.00%; 0.18%)
				tir.HoistIfThenElse: 885us [4us] (0.00%; 2.91%)
					tir.InsertHoistIfThenElse: 157us [157us] (0.00%; 17.78%)
					tir.Simplify: 692us [692us] (0.00%; 78.17%)
					tir.RemoveNoOp: 32us [32us] (0.00%; 3.57%)
				tir.CommonSubexprElimTIR: 25578us [25578us] (0.08%; 84.15%)
			tir.BindParams: 24us [24us] (0.00%; 0.00%)
			sequential: 2303us [20us] (0.01%; 0.20%)
				tir.InjectPrefetch: 13us [13us] (0.00%; 0.58%)
				tir.TextureFlatten: 125us [125us] (0.00%; 5.45%)
				tir.StorageFlatten: 691us [21us] (0.00%; 30.00%)
					tir.StorageFlatten_impl: 670us [8us] (0.00%; 96.98%)
						tir.BufferShapeLegalize: 104us [104us] (0.00%; 15.53%)
						tir.BufferStrideLegalize: 97us [97us] (0.00%; 14.50%)
						tir.ThreadScopePropagate: 13us [13us] (0.00%; 1.95%)
						tir.BufferBindUnwrapper: 94us [94us] (0.00%; 14.08%)
						tir.ApplyLayoutTransforms: 4us [4us] (0.00%; 0.60%)
						tir.StorageFlattener: 260us [260us] (0.00%; 38.76%)
						tir.AssertSimplifier: 90us [90us] (0.00%; 13.39%)
				tir.LowerCrossThreadReduction: 5us [5us] (0.00%; 0.23%)
				tir.LowerInitBlock: 5us [5us] (0.00%; 0.22%)
				tir.PlanAndUpdateBufferAllocationLocation: 4us [4us] (0.00%; 0.17%)
				tir.ConvertBlocksToOpaque: 4us [4us] (0.00%; 0.17%)
				tir.UnifyThreadBinding: 4us [4us] (0.00%; 0.17%)
				tir.ManifestSharedMemoryLocalStage: 6us [6us] (0.00%; 0.27%)
				tir.CompactBufferAllocation: 4us [4us] (0.00%; 0.17%)
				tir.LowerMatchBuffer: 19us [19us] (0.00%; 0.81%)
				tir.InjectSoftwarePipeline: 25us [25us] (0.00%; 1.10%)
				tir.LowerOpaqueBlock: 4us [4us] (0.00%; 0.18%)
				tir.FlattenBuffer: 4us [4us] (0.00%; 0.17%)
				tir.BF16Legalize: 38us [4us] (0.00%; 1.66%)
					tir.BF16Promote: 13us [13us] (0.00%; 34.08%)
					tir.BF16CastElimination: 9us [9us] (0.00%; 23.50%)
					tir.BF16TypeLowering: 12us [12us] (0.00%; 32.14%)
				tir.NarrowDataType: 103us [103us] (0.00%; 4.49%)
				tir.Simplify: 195us [195us] (0.00%; 8.46%)
				tir.LoopPartition: 19us [19us] (0.00%; 0.83%)
				tir.VectorizeLoop: 16us [16us] (0.00%; 0.70%)
				tir.InjectVirtualThread: 16us [16us] (0.00%; 0.68%)
				tir.InjectDoubleBuffer: 6us [6us] (0.00%; 0.26%)
				tir.StorageRewrite: 33us [33us] (0.00%; 1.42%)
				tir.LowerVtcmAlloc: 7us [7us] (0.00%; 0.28%)
				tir.UnrollLoop: 13us [13us] (0.00%; 0.55%)
				tir.RenormalizeSplitPattern: 140us [140us] (0.00%; 6.10%)
				tir.Simplify: 94us [94us] (0.00%; 4.10%)
				tir.RemoveNoOp: 17us [17us] (0.00%; 0.72%)
				tir.RewriteUnsafeSelect: 6us [6us] (0.00%; 0.25%)
				tir.HoistIfThenElse: 139us [4us] (0.00%; 6.02%)
					tir.InsertHoistIfThenElse: 27us [27us] (0.00%; 19.27%)
					tir.Simplify: 93us [93us] (0.00%; 67.14%)
					tir.RemoveNoOp: 15us [15us] (0.00%; 10.62%)
				tir.CommonSubexprElimTIR: 528us [528us] (0.00%; 22.91%)
			tir.BindParams: 6us [6us] (0.00%; 0.00%)
			sequential: 23398us [21us] (0.07%; 2.04%)
				tir.InjectPrefetch: 23us [23us] (0.00%; 0.10%)
				tir.TextureFlatten: 329us [329us] (0.00%; 1.41%)
				tir.StorageFlatten: 2024us [42us] (0.01%; 8.65%)
					tir.StorageFlatten_impl: 1981us [8us] (0.01%; 97.92%)
						tir.BufferShapeLegalize: 263us [263us] (0.00%; 13.28%)
						tir.BufferStrideLegalize: 237us [237us] (0.00%; 11.98%)
						tir.ThreadScopePropagate: 44us [44us] (0.00%; 2.20%)
						tir.BufferBindUnwrapper: 235us [235us] (0.00%; 11.87%)
						tir.ApplyLayoutTransforms: 4us [4us] (0.00%; 0.21%)
						tir.StorageFlattener: 890us [890us] (0.00%; 44.93%)
						tir.AssertSimplifier: 300us [300us] (0.00%; 15.12%)
				tir.LowerCrossThreadReduction: 6us [6us] (0.00%; 0.03%)
				tir.LowerInitBlock: 5us [5us] (0.00%; 0.02%)
				tir.PlanAndUpdateBufferAllocationLocation: 4us [4us] (0.00%; 0.02%)
				tir.ConvertBlocksToOpaque: 4us [4us] (0.00%; 0.02%)
				tir.UnifyThreadBinding: 4us [4us] (0.00%; 0.02%)
				tir.ManifestSharedMemoryLocalStage: 10us [10us] (0.00%; 0.04%)
				tir.CompactBufferAllocation: 4us [4us] (0.00%; 0.02%)
				tir.LowerMatchBuffer: 49us [49us] (0.00%; 0.21%)
				tir.InjectSoftwarePipeline: 60us [60us] (0.00%; 0.26%)
				tir.LowerOpaqueBlock: 4us [4us] (0.00%; 0.02%)
				tir.FlattenBuffer: 4us [4us] (0.00%; 0.02%)
				tir.BF16Legalize: 75us [4us] (0.00%; 0.32%)
					tir.BF16Promote: 25us [25us] (0.00%; 33.82%)
					tir.BF16CastElimination: 19us [19us] (0.00%; 25.49%)
					tir.BF16TypeLowering: 26us [26us] (0.00%; 35.06%)
				tir.NarrowDataType: 260us [260us] (0.00%; 1.11%)
				tir.Simplify: 1183us [1183us] (0.00%; 5.06%)
				tir.LoopPartition: 48us [48us] (0.00%; 0.21%)
				tir.VectorizeLoop: 51us [51us] (0.00%; 0.22%)
				tir.InjectVirtualThread: 204us [204us] (0.00%; 0.87%)
				tir.InjectDoubleBuffer: 10us [10us] (0.00%; 0.04%)
				tir.StorageRewrite: 154us [154us] (0.00%; 0.66%)
				tir.LowerVtcmAlloc: 17us [17us] (0.00%; 0.07%)
				tir.UnrollLoop: 331us [331us] (0.00%; 1.42%)
				tir.RenormalizeSplitPattern: 533us [533us] (0.00%; 2.28%)
				tir.Simplify: 2105us [2105us] (0.01%; 9.00%)
				tir.RemoveNoOp: 45us [45us] (0.00%; 0.19%)
				tir.RewriteUnsafeSelect: 69us [69us] (0.00%; 0.30%)
				tir.HoistIfThenElse: 2143us [5us] (0.01%; 9.16%)
					tir.InsertHoistIfThenElse: 364us [364us] (0.00%; 16.97%)
					tir.Simplify: 1733us [1733us] (0.01%; 80.86%)
					tir.RemoveNoOp: 42us [42us] (0.00%; 1.94%)
				tir.CommonSubexprElimTIR: 13618us [13618us] (0.04%; 58.20%)
			tir.BindParams: 55us [55us] (0.00%; 0.00%)
			sequential: 2872us [20us] (0.01%; 0.25%)
				tir.InjectPrefetch: 15us [15us] (0.00%; 0.52%)
				tir.TextureFlatten: 193us [193us] (0.00%; 6.73%)
				tir.StorageFlatten: 958us [21us] (0.00%; 33.36%)
					tir.StorageFlatten_impl: 937us [8us] (0.00%; 97.81%)
						tir.BufferShapeLegalize: 146us [146us] (0.00%; 15.58%)
						tir.BufferStrideLegalize: 118us [118us] (0.00%; 12.57%)
						tir.ThreadScopePropagate: 13us [13us] (0.00%; 1.40%)
						tir.BufferBindUnwrapper: 115us [115us] (0.00%; 12.28%)
						tir.ApplyLayoutTransforms: 4us [4us] (0.00%; 0.43%)
						tir.StorageFlattener: 424us [424us] (0.00%; 45.26%)
						tir.AssertSimplifier: 109us [109us] (0.00%; 11.64%)
				tir.LowerCrossThreadReduction: 5us [5us] (0.00%; 0.18%)
				tir.LowerInitBlock: 5us [5us] (0.00%; 0.18%)
