sequential: 33391632us [236us] (95.68%; 95.68%)
				tir.PlanAndUpdateBufferAllocationLocation: 4us [4us] (0.00%; 0.23%)
				tir.ConvertBlocksToOpaque: 4us [4us] (0.00%; 0.21%)
				tir.UnifyThreadBinding: 4us [4us] (0.00%; 0.22%)
				tir.ManifestSharedMemoryLocalStage: 7us [7us] (0.00%; 0.34%)
				tir.CompactBufferAllocation: 4us [4us] (0.00%; 0.22%)
				tir.LowerMatchBuffer: 18us [18us] (0.00%; 0.92%)
				tir.InjectSoftwarePipeline: 25us [25us] (0.00%; 1.30%)
				tir.LowerOpaqueBlock: 5us [5us] (0.00%; 0.24%)
				tir.FlattenBuffer: 5us [5us] (0.00%; 0.24%)
				tir.BF16Legalize: 36us [5us] (0.00%; 1.89%)
					tir.BF16Promote: 11us [11us] (0.00%; 31.58%)
					tir.BF16CastElimination: 8us [8us] (0.00%; 22.10%)
					tir.BF16TypeLowering: 12us [12us] (0.00%; 31.66%)
				tir.NarrowDataType: 83us [83us] (0.00%; 4.32%)
				tir.Simplify: 185us [185us] (0.00%; 9.59%)
				tir.LoopPartition: 20us [20us] (0.00%; 1.06%)
				tir.VectorizeLoop: 19us [19us] (0.00%; 0.98%)
				tir.InjectVirtualThread: 14us [14us] (0.00%; 0.74%)
				tir.InjectDoubleBuffer: 7us [7us] (0.00%; 0.35%)
				tir.StorageRewrite: 34us [34us] (0.00%; 1.76%)
				tir.LowerVtcmAlloc: 6us [6us] (0.00%; 0.30%)
				tir.UnrollLoop: 8us [8us] (0.00%; 0.42%)
				tir.RenormalizeSplitPattern: 67us [67us] (0.00%; 3.50%)
				tir.Simplify: 72us [72us] (0.00%; 3.76%)
				tir.RemoveNoOp: 16us [16us] (0.00%; 0.81%)
				tir.RewriteUnsafeSelect: 5us [5us] (0.00%; 0.26%)
				tir.HoistIfThenElse: 120us [6us] (0.00%; 6.22%)
					tir.InsertHoistIfThenElse: 22us [22us] (0.00%; 18.53%)
					tir.Simplify: 78us [78us] (0.00%; 65.07%)
					tir.RemoveNoOp: 14us [14us] (0.00%; 11.53%)
				tir.CommonSubexprElimTIR: 296us [296us] (0.00%; 15.37%)
			tir.BindParams: 12us [12us] (0.00%; 0.00%)
			sequential: 17203us [40us] (0.05%; 1.45%)
				tir.InjectPrefetch: 24us [24us] (0.00%; 0.14%)
				tir.TextureFlatten: 264us [264us] (0.00%; 1.53%)
				tir.StorageFlatten: 2142us [57us] (0.01%; 12.45%)
					tir.StorageFlatten_impl: 2086us [10us] (0.01%; 97.35%)
						tir.BufferShapeLegalize: 311us [311us] (0.00%; 14.92%)
						tir.BufferStrideLegalize: 274us [274us] (0.00%; 13.13%)
						tir.ThreadScopePropagate: 46us [46us] (0.00%; 2.20%)
						tir.BufferBindUnwrapper: 285us [285us] (0.00%; 13.65%)
						tir.ApplyLayoutTransforms: 5us [5us] (0.00%; 0.23%)
						tir.StorageFlattener: 918us [918us] (0.00%; 44.03%)
						tir.AssertSimplifier: 237us [237us] (0.00%; 11.36%)
				tir.LowerCrossThreadReduction: 5us [5us] (0.00%; 0.03%)
				tir.LowerInitBlock: 5us [5us] (0.00%; 0.03%)
				tir.PlanAndUpdateBufferAllocationLocation: 4us [4us] (0.00%; 0.02%)
				tir.ConvertBlocksToOpaque: 4us [4us] (0.00%; 0.02%)
				tir.UnifyThreadBinding: 4us [4us] (0.00%; 0.02%)
				tir.ManifestSharedMemoryLocalStage: 10us [10us] (0.00%; 0.06%)
				tir.CompactBufferAllocation: 4us [4us] (0.00%; 0.02%)
				tir.LowerMatchBuffer: 48us [48us] (0.00%; 0.28%)
				tir.InjectSoftwarePipeline: 64us [64us] (0.00%; 0.37%)
				tir.LowerOpaqueBlock: 4us [4us] (0.00%; 0.03%)
				tir.FlattenBuffer: 4us [4us] (0.00%; 0.02%)
				tir.BF16Legalize: 77us [5us] (0.00%; 0.45%)
					tir.BF16Promote: 26us [26us] (0.00%; 33.63%)
					tir.BF16CastElimination: 20us [20us] (0.00%; 25.60%)
					tir.BF16TypeLowering: 27us [27us] (0.00%; 34.85%)
				tir.NarrowDataType: 314us [314us] (0.00%; 1.83%)
				tir.Simplify: 1199us [1199us] (0.00%; 6.97%)
				tir.LoopPartition: 52us [52us] (0.00%; 0.30%)
				tir.VectorizeLoop: 49us [49us] (0.00%; 0.28%)
				tir.InjectVirtualThread: 203us [203us] (0.00%; 1.18%)
				tir.InjectDoubleBuffer: 11us [11us] (0.00%; 0.06%)
				tir.StorageRewrite: 161us [161us] (0.00%; 0.93%)
				tir.LowerVtcmAlloc: 18us [18us] (0.00%; 0.10%)
				tir.UnrollLoop: 179us [179us] (0.00%; 1.04%)
				tir.RenormalizeSplitPattern: 551us [551us] (0.00%; 3.20%)
				tir.Simplify: 1582us [1582us] (0.00%; 9.19%)
				tir.RemoveNoOp: 56us [56us] (0.00%; 0.33%)
				tir.RewriteUnsafeSelect: 47us [47us] (0.00%; 0.28%)
				tir.HoistIfThenElse: 1799us [8us] (0.01%; 10.46%)
					tir.InsertHoistIfThenElse: 306us [306us] (0.00%; 16.98%)
					tir.Simplify: 1409us [1409us] (0.00%; 78.30%)
					tir.RemoveNoOp: 77us [77us] (0.00%; 4.29%)
				tir.CommonSubexprElimTIR: 8278us [8278us] (0.02%; 48.12%)
			tir.BindParams: 32us [32us] (0.00%; 0.00%)
			sequential: 8237us [45us] (0.02%; 0.70%)
				tir.InjectPrefetch: 17us [17us] (0.00%; 0.21%)
				tir.TextureFlatten: 226us [226us] (0.00%; 2.74%)
				tir.StorageFlatten: 1225us [24us] (0.00%; 14.87%)
					tir.StorageFlatten_impl: 1201us [9us] (0.00%; 98.03%)
						tir.BufferShapeLegalize: 198us [198us] (0.00%; 16.50%)
						tir.BufferStrideLegalize: 195us [195us] (0.00%; 16.25%)
						tir.ThreadScopePropagate: 17us [17us] (0.00%; 1.42%)
						tir.BufferBindUnwrapper: 178us [178us] (0.00%; 14.81%)
						tir.ApplyLayoutTransforms: 4us [4us] (0.00%; 0.37%)
						tir.StorageFlattener: 412us [412us] (0.00%; 34.27%)
						tir.AssertSimplifier: 188us [188us] (0.00%; 15.63%)
				tir.LowerCrossThreadReduction: 6us [6us] (0.00%; 0.08%)
				tir.LowerInitBlock: 5us [5us] (0.00%; 0.06%)
				tir.PlanAndUpdateBufferAllocationLocation: 4us [4us] (0.00%; 0.05%)
				tir.ConvertBlocksToOpaque: 4us [4us] (0.00%; 0.05%)
				tir.UnifyThreadBinding: 4us [4us] (0.00%; 0.05%)
				tir.ManifestSharedMemoryLocalStage: 7us [7us] (0.00%; 0.08%)
				tir.CompactBufferAllocation: 5us [5us] (0.00%; 0.06%)
				tir.LowerMatchBuffer: 24us [24us] (0.00%; 0.29%)
				tir.InjectSoftwarePipeline: 31us [31us] (0.00%; 0.37%)
				tir.LowerOpaqueBlock: 5us [5us] (0.00%; 0.06%)
				tir.FlattenBuffer: 4us [4us] (0.00%; 0.05%)
				tir.BF16Legalize: 45us [5us] (0.00%; 0.55%)
					tir.BF16Promote: 15us [15us] (0.00%; 32.18%)
					tir.BF16CastElimination: 11us [11us] (0.00%; 24.10%)
					tir.BF16TypeLowering: 15us [15us] (0.00%; 33.15%)
				tir.NarrowDataType: 132us [132us] (0.00%; 1.60%)
				tir.Simplify: 926us [926us] (0.00%; 11.24%)
				tir.LoopPartition: 33us [33us] (0.00%; 0.40%)
				tir.VectorizeLoop: 34us [34us] (0.00%; 0.41%)
				tir.InjectVirtualThread: 162us [162us] (0.00%; 1.97%)
				tir.InjectDoubleBuffer: 9us [9us] (0.00%; 0.11%)
				tir.StorageRewrite: 53us [53us] (0.00%; 0.64%)
				tir.LowerVtcmAlloc: 9us [9us] (0.00%; 0.11%)
				tir.UnrollLoop: 13us [13us] (0.00%; 0.16%)
				tir.RenormalizeSplitPattern: 287us [287us] (0.00%; 3.49%)
				tir.Simplify: 684us [684us] (0.00%; 8.30%)
				tir.RemoveNoOp: 21us [21us] (0.00%; 0.25%)
				tir.RewriteUnsafeSelect: 9us [9us] (0.00%; 0.11%)
				tir.HoistIfThenElse: 1118us [8us] (0.00%; 13.57%)
					tir.InsertHoistIfThenElse: 165us [165us] (0.00%; 14.80%)
					tir.Simplify: 893us [893us] (0.00%; 79.83%)
					tir.RemoveNoOp: 52us [52us] (0.00%; 4.62%)
				tir.CommonSubexprElimTIR: 3090us [3090us] (0.01%; 37.51%)
			tir.BindParams: 16us [16us] (0.00%; 0.00%)
			sequential: 3060us [22us] (0.01%; 0.26%)
				tir.InjectPrefetch: 15us [15us] (0.00%; 0.47%)
				tir.TextureFlatten: 158us [158us] (0.00%; 5.16%)
				tir.StorageFlatten: 1038us [22us] (0.00%; 33.93%)
					tir.StorageFlatten_impl: 1016us [8us] (0.00%; 97.85%)
						tir.BufferShapeLegalize: 129us [129us] (0.00%; 12.70%)
						tir.BufferStrideLegalize: 118us [118us] (0.00%; 11.62%)
						tir.ThreadScopePropagate: 14us [14us] (0.00%; 1.35%)
						tir.BufferBindUnwrapper: 119us [119us] (0.00%; 11.76%)
						tir.ApplyLayoutTransforms: 4us [4us] (0.00%; 0.43%)
						tir.StorageFlattener: 429us [429us] (0.00%; 42.22%)
						tir.AssertSimplifier: 194us [194us] (0.00%; 19.11%)
				tir.LowerCrossThreadReduction: 8us [8us] (0.00%; 0.25%)
				tir.LowerInitBlock: 6us [6us] (0.00%; 0.20%)
				tir.PlanAndUpdateBufferAllocationLocation: 5us [5us] (0.00%; 0.16%)
				tir.ConvertBlocksToOpaque: 5us [5us] (0.00%; 0.15%)
				tir.UnifyThreadBinding: 4us [4us] (0.00%; 0.14%)
				tir.ManifestSharedMemoryLocalStage: 6us [6us] (0.00%; 0.21%)
				tir.CompactBufferAllocation: 5us [5us] (0.00%; 0.15%)
				tir.LowerMatchBuffer: 21us [21us] (0.00%; 0.69%)
				tir.InjectSoftwarePipeline: 56us [56us] (0.00%; 1.83%)
				tir.LowerOpaqueBlock: 4us [4us] (0.00%; 0.14%)
				tir.FlattenBuffer: 4us [4us] (0.00%; 0.13%)
				tir.BF16Legalize: 77us [5us] (0.00%; 2.51%)
					tir.BF16Promote: 49us [49us] (0.00%; 63.66%)
					tir.BF16CastElimination: 10us [10us] (0.00%; 12.87%)
					tir.BF16TypeLowering: 13us [13us] (0.00%; 17.09%)
				tir.NarrowDataType: 137us [137us] (0.00%; 4.46%)
				tir.Simplify: 298us [298us] (0.00%; 9.74%)
				tir.LoopPartition: 19us [19us] (0.00%; 0.63%)
				tir.VectorizeLoop: 17us [17us] (0.00%; 0.57%)
				tir.InjectVirtualThread: 15us [15us] (0.00%; 0.50%)
				tir.InjectDoubleBuffer: 6us [6us] (0.00%; 0.21%)
				tir.StorageRewrite: 34us [34us] (0.00%; 1.12%)
				tir.LowerVtcmAlloc: 6us [6us] (0.00%; 0.21%)
				tir.UnrollLoop: 8us [8us] (0.00%; 0.28%)
				tir.RenormalizeSplitPattern: 92us [92us] (0.00%; 3.00%)
				tir.Simplify: 82us [82us] (0.00%; 2.68%)
				tir.RemoveNoOp: 14us [14us] (0.00%; 0.47%)
				tir.RewriteUnsafeSelect: 6us [6us] (0.00%; 0.18%)
				tir.HoistIfThenElse: 118us [4us] (0.00%; 3.87%)
					tir.InsertHoistIfThenElse: 23us [23us] (0.00%; 19.37%)
					tir.Simplify: 80us [80us] (0.00%; 67.22%)
					tir.RemoveNoOp: 12us [12us] (0.00%; 9.86%)
				tir.CommonSubexprElimTIR: 773us [773us] (0.00%; 25.27%)
			tir.BindParams: 8us [8us] (0.00%; 0.00%)
			sequential: 33922us [46us] (0.10%; 2.87%)
				tir.InjectPrefetch: 22us [22us] (0.00%; 0.06%)
				tir.TextureFlatten: 62us [62us] (0.00%; 0.18%)
				tir.StorageFlatten: 1088us [24us] (0.00%; 3.21%)
					tir.StorageFlatten_impl: 1063us [10us] (0.00%; 97.75%)
						tir.BufferShapeLegalize: 86us [86us] (0.00%; 8.04%)
						tir.BufferStrideLegalize: 115us [115us] (0.00%; 10.84%)
						tir.ThreadScopePropagate: 36us [36us] (0.00%; 3.39%)
						tir.BufferBindUnwrapper: 60us [60us] (0.00%; 5.68%)
						tir.ApplyLayoutTransforms: 4us [4us] (0.00%; 0.40%)
						tir.StorageFlattener: 707us [707us] (0.00%; 66.46%)
						tir.AssertSimplifier: 45us [45us] (0.00%; 4.21%)
				tir.LowerCrossThreadReduction: 6us [6us] (0.00%; 0.02%)
				tir.LowerInitBlock: 6us [6us] (0.00%; 0.02%)
				tir.PlanAndUpdateBufferAllocationLocation: 5us [5us] (0.00%; 0.01%)
				tir.ConvertBlocksToOpaque: 4us [4us] (0.00%; 0.01%)
				tir.UnifyThreadBinding: 4us [4us] (0.00%; 0.01%)
				tir.ManifestSharedMemoryLocalStage: 10us [10us] (0.00%; 0.03%)
				tir.CompactBufferAllocation: 5us [5us] (0.00%; 0.01%)
				tir.LowerMatchBuffer: 43us [43us] (0.00%; 0.13%)
				tir.InjectSoftwarePipeline: 106us [106us] (0.00%; 0.31%)
				tir.LowerOpaqueBlock: 5us [5us] (0.00%; 0.01%)
				tir.FlattenBuffer: 4us [4us] (0.00%; 0.01%)
				tir.BF16Legalize: 84us [5us] (0.00%; 0.25%)
					tir.BF16Promote: 17us [17us] (0.00%; 20.66%)
					tir.BF16CastElimination: 16us [16us] (0.00%; 18.95%)
					tir.BF16TypeLowering: 46us [46us] (0.00%; 54.82%)
				tir.NarrowDataType: 253us [253us] (0.00%; 0.74%)
				tir.Simplify: 636us [636us] (0.00%; 1.87%)
				tir.LoopPartition: 49us [49us] (0.00%; 0.15%)
				tir.VectorizeLoop: 45us [45us] (0.00%; 0.13%)
				tir.InjectVirtualThread: 50us [50us] (0.00%; 0.15%)
				tir.InjectDoubleBuffer: 9us [9us] (0.00%; 0.03%)
				tir.StorageRewrite: 135us [135us] (0.00%; 0.40%)
				tir.LowerVtcmAlloc: 15us [15us] (0.00%; 0.05%)
				tir.UnrollLoop: 254us [254us] (0.00%; 0.75%)
				tir.RenormalizeSplitPattern: 420us [420us] (0.00%; 1.24%)
				tir.Simplify: 1387us [1387us] (0.00%; 4.09%)
				tir.RemoveNoOp: 52us [52us] (0.00%; 0.15%)
				tir.RewriteUnsafeSelect: 57us [57us] (0.00%; 0.17%)
				tir.HoistIfThenElse: 1083us [6us] (0.00%; 3.19%)
					tir.InsertHoistIfThenElse: 222us [222us] (0.00%; 20.50%)
					tir.Simplify: 820us [820us] (0.00%; 75.70%)
					tir.RemoveNoOp: 35us [35us] (0.00%; 3.27%)
				tir.CommonSubexprElimTIR: 27978us [27978us] (0.08%; 82.48%)
			tir.BindParams: 38us [38us] (0.00%; 0.00%)
			sequential: 2370us [25us] (0.01%; 0.20%)
				tir.InjectPrefetch: 13us [13us] (0.00%; 0.57%)
				tir.TextureFlatten: 129us [129us] (0.00%; 5.45%)
				tir.StorageFlatten: 715us [28us] (0.00%; 30.17%)
					tir.StorageFlatten_impl: 687us [9us] (0.00%; 96.13%)
						tir.BufferShapeLegalize: 107us [107us] (0.00%; 15.50%)
						tir.BufferStrideLegalize: 99us [99us] (0.00%; 14.36%)
						tir.ThreadScopePropagate: 12us [12us] (0.00%; 1.82%)
						tir.BufferBindUnwrapper: 95us [95us] (0.00%; 13.88%)
						tir.ApplyLayoutTransforms: 4us [4us] (0.00%; 0.57%)
						tir.StorageFlattener: 267us [267us] (0.00%; 38.90%)
						tir.AssertSimplifier: 94us [94us] (0.00%; 13.71%)
				tir.LowerCrossThreadReduction: 8us [8us] (0.00%; 0.34%)
				tir.LowerInitBlock: 7us [7us] (0.00%; 0.31%)
				tir.PlanAndUpdateBufferAllocationLocation: 6us [6us] (0.00%; 0.27%)
				tir.ConvertBlocksToOpaque: 6us [6us] (0.00%; 0.24%)
				tir.UnifyThreadBinding: 6us [6us] (0.00%; 0.25%)
				tir.ManifestSharedMemoryLocalStage: 10us [10us] (0.00%; 0.42%)
				tir.CompactBufferAllocation: 7us [7us] (0.00%; 0.28%)
				tir.LowerMatchBuffer: 32us [32us] (0.00%; 1.35%)
				tir.InjectSoftwarePipeline: 32us [32us] (0.00%; 1.34%)
				tir.LowerOpaqueBlock: 4us [4us] (0.00%; 0.19%)
				tir.FlattenBuffer: 4us [4us] (0.00%; 0.17%)
				tir.BF16Legalize: 41us [5us] (0.00%; 1.72%)
					tir.BF16Promote: 14us [14us] (0.00%; 34.09%)
					tir.BF16CastElimination: 10us [10us] (0.00%; 23.26%)
					tir.BF16TypeLowering: 13us [13us] (0.00%; 31.44%)
				tir.NarrowDataType: 110us [110us] (0.00%; 4.63%)
				tir.Simplify: 215us [215us] (0.00%; 9.08%)
				tir.LoopPartition: 19us [19us] (0.00%; 0.82%)
				tir.VectorizeLoop: 16us [16us] (0.00%; 0.67%)
				tir.InjectVirtualThread: 17us [17us] (0.00%; 0.71%)
				tir.InjectDoubleBuffer: 6us [6us] (0.00%; 0.25%)
				tir.StorageRewrite: 34us [34us] (0.00%; 1.42%)
				tir.LowerVtcmAlloc: 6us [6us] (0.00%; 0.25%)
				tir.UnrollLoop: 9us [9us] (0.00%; 0.36%)
				tir.RenormalizeSplitPattern: 82us [82us] (0.00%; 3.47%)
				tir.Simplify: 98us [98us] (0.00%; 4.15%)
				tir.RemoveNoOp: 18us [18us] (0.00%; 0.78%)
				tir.RewriteUnsafeSelect: 5us [5us] (0.00%; 0.23%)
				tir.HoistIfThenElse: 144us [4us] (0.00%; 6.08%)
					tir.InsertHoistIfThenElse: 28us [28us] (0.00%; 19.14%)
					tir.Simplify: 97us [97us] (0.00%; 67.23%)
					tir.RemoveNoOp: 15us [15us] (0.00%; 10.59%)
				tir.CommonSubexprElimTIR: 545us [545us] (0.00%; 23.01%)
			tir.BindParams: 9us [9us] (0.00%; 0.00%)
			sequential: 24121us [27us] (0.07%; 2.04%)
				tir.InjectPrefetch: 24us [24us] (0.00%; 0.10%)
				tir.TextureFlatten: 266us [266us] (0.00%; 1.10%)
				tir.StorageFlatten: 2647us [24us] (0.01%; 10.98%)
					tir.StorageFlatten_impl: 2623us [10us] (0.01%; 99.09%)
						tir.BufferShapeLegalize: 277us [277us] (0.00%; 10.55%)
						tir.BufferStrideLegalize: 324us [324us] (0.00%; 12.35%)
						tir.ThreadScopePropagate: 75us [75us] (0.00%; 2.86%)
						tir.BufferBindUnwrapper: 342us [342us] (0.00%; 13.05%)
						tir.ApplyLayoutTransforms: 6us [6us] (0.00%; 0.22%)
						tir.StorageFlattener: 1252us [1252us] (0.00%; 47.71%)
						tir.AssertSimplifier: 337us [337us] (0.00%; 12.86%)
				tir.LowerCrossThreadReduction: 8us [8us] (0.00%; 0.03%)
				tir.LowerInitBlock: 6us [6us] (0.00%; 0.02%)
				tir.PlanAndUpdateBufferAllocationLocation: 4us [4us] (0.00%; 0.02%)
				tir.ConvertBlocksToOpaque: 4us [4us] (0.00%; 0.02%)
				tir.UnifyThreadBinding: 4us [4us] (0.00%; 0.02%)
				tir.ManifestSharedMemoryLocalStage: 10us [10us] (0.00%; 0.04%)
				tir.CompactBufferAllocation: 4us [4us] (0.00%; 0.02%)
				tir.LowerMatchBuffer: 51us [51us] (0.00%; 0.21%)
				tir.InjectSoftwarePipeline: 62us [62us] (0.00%; 0.26%)
				tir.LowerOpaqueBlock: 4us [4us] (0.00%; 0.02%)
				tir.FlattenBuffer: 4us [4us] (0.00%; 0.02%)
				tir.BF16Legalize: 77us [4us] (0.00%; 0.32%)
					tir.BF16Promote: 27us [27us] (0.00%; 35.25%)
					tir.BF16CastElimination: 19us [19us] (0.00%; 25.28%)
					tir.BF16TypeLowering: 26us [26us] (0.00%; 34.27%)
				tir.NarrowDataType: 295us [295us] (0.00%; 1.22%)
				tir.Simplify: 1142us [1142us] (0.00%; 4.74%)
				tir.LoopPartition: 51us [51us] (0.00%; 0.21%)
				tir.VectorizeLoop: 50us [50us] (0.00%; 0.21%)
				tir.InjectVirtualThread: 198us [198us] (0.00%; 0.82%)
				tir.InjectDoubleBuffer: 10us [10us] (0.00%; 0.04%)
				tir.StorageRewrite: 158us [158us] (0.00%; 0.65%)
				tir.LowerVtcmAlloc: 18us [18us] (0.00%; 0.07%)
				tir.UnrollLoop: 342us [342us] (0.00%; 1.42%)
				tir.RenormalizeSplitPattern: 522us [522us] (0.00%; 2.16%)
				tir.Simplify: 2115us [2115us] (0.01%; 8.77%)
				tir.RemoveNoOp: 49us [49us] (0.00%; 0.20%)
				tir.RewriteUnsafeSelect: 70us [70us] (0.00%; 0.29%)
				tir.HoistIfThenElse: 2251us [6us] (0.01%; 9.33%)
					tir.InsertHoistIfThenElse: 379us [379us] (0.00%; 16.83%)
					tir.Simplify: 1787us [1787us] (0.01%; 79.39%)
					tir.RemoveNoOp: 79us [79us] (0.00%; 3.50%)
				tir.CommonSubexprElimTIR: 13647us [13647us] (0.04%; 56.58%)
			tir.BindParams: 29us [29us] (0.00%; 0.00%)
			sequential: 3275us [22us] (0.01%; 0.28%)
				tir.InjectPrefetch: 13us [13us] (0.00%; 0.41%)
				tir.TextureFlatten: 149us [149us] (0.00%; 4.55%)
				tir.StorageFlatten: 1149us [21us] (0.00%; 35.10%)
					tir.StorageFlatten_impl: 1128us [8us] (0.00%; 98.16%)
						tir.BufferShapeLegalize: 125us [125us] (0.00%; 11.05%)
						tir.BufferStrideLegalize: 116us [116us] (0.00%; 10.32%)
						tir.ThreadScopePropagate: 14us [14us] (0.00%; 1.21%)
						tir.BufferBindUnwrapper: 140us [140us] (0.00%; 12.43%)
						tir.ApplyLayoutTransforms: 4us [4us] (0.00%; 0.34%)
						tir.StorageFlattener: 555us [555us] (0.00%; 49.22%)
						tir.AssertSimplifier: 166us [166us] (0.00%; 14.71%)
				tir.LowerCrossThreadReduction: 5us [5us] (0.00%; 0.16%)
				tir.LowerInitBlock: 6us [6us] (0.00%; 0.17%)
