sequential: 21705098us [646us] (95.82%; 95.82%)
		InferType: 52016us [52016us] (0.23%; 1.62%)
		InferType: 75302us [75302us] (0.33%; 2.35%)
		InferType: 76341us [76341us] (0.34%; 2.38%)
		InferType: 53853us [53853us] (0.24%; 1.68%)
		InferType: 71796us [71796us] (0.32%; 2.24%)
		InferType: 44617us [44617us] (0.20%; 1.39%)
		InferType: 46918us [46918us] (0.21%; 1.46%)
		InferType: 52483us [52483us] (0.23%; 1.64%)
		InferType: 70063us [70063us] (0.31%; 2.18%)
		InferType: 67940us [67940us] (0.30%; 2.12%)
		InferType: 64851us [64851us] (0.29%; 2.02%)
		InferType: 62214us [62214us] (0.27%; 1.94%)
		InferType: 51977us [51977us] (0.23%; 1.62%)
		InferType: 50441us [50441us] (0.22%; 1.57%)
		InferType: 57287us [57287us] (0.25%; 1.79%)
		InferType: 60677us [60677us] (0.27%; 1.89%)
		InferType: 62307us [62307us] (0.28%; 1.94%)
		InferType: 65077us [65077us] (0.29%; 2.03%)
		InferType: 66216us [66216us] (0.29%; 2.06%)
		InferType: 72294us [72294us] (0.32%; 2.25%)
		InferType: 59167us [59167us] (0.26%; 1.84%)
		InferType: 48702us [48702us] (0.22%; 1.52%)
		InferType: 63187us [63187us] (0.28%; 1.97%)
		InferType: 46810us [46810us] (0.21%; 1.46%)
		InferType: 44968us [44968us] (0.20%; 1.40%)
		InferType: 49398us [49398us] (0.22%; 1.54%)
		InferType: 45071us [45071us] (0.20%; 1.40%)
		InferType: 52263us [52263us] (0.23%; 1.63%)
		InferType: 23691us [23691us] (0.10%; 0.74%)
	InferType: 24971us [24971us] (0.11%; 0.12%)
	CanonicalizeCast: 28904us [7147us] (0.13%; 0.13%)
		InferType: 21757us [21757us] (0.10%; 75.27%)
	InferType: 21764us [21764us] (0.10%; 0.10%)
	CanonicalizeOps: 30979us [8101us] (0.14%; 0.14%)
		InferType: 22878us [22878us] (0.10%; 73.85%)
	InferType: 24312us [24312us] (0.11%; 0.11%)
	FlattenAtrousConv: 30340us [8690us] (0.13%; 0.14%)
		InferType: 21651us [21651us] (0.10%; 71.36%)
	InferType: 22175us [22175us] (0.10%; 0.10%)
	InferType: 23196us [23196us] (0.10%; 0.11%)
	AlterOpLayout: 314524us [288585us] (1.39%; 1.45%)
		InferType: 25939us [25939us] (0.11%; 8.25%)
	FoldConstant: 4524108us [4500432us] (19.97%; 20.84%)
		InferType: 23676us [23676us] (0.10%; 0.52%)
	InferType: 22439us [22439us] (0.10%; 0.10%)
	SplitArgs: 31995us [8983us] (0.14%; 0.15%)
		InferType: 23012us [23012us] (0.10%; 71.92%)
	PlanDevices: 76061us [16us] (0.34%; 0.35%)
		PlanDevicesRewrite: 29774us [8020us] (0.13%; 39.14%)
			InferType: 21754us [21754us] (0.10%; 73.06%)
		PlanDevicesCore: 46271us [46271us] (0.20%; 60.83%)
	InferType: 20638us [20638us] (0.09%; 0.10%)
	FuseOps: 64888us [19032us] (0.29%; 0.30%)
		InferType: 45856us [45856us] (0.20%; 70.67%)
InferType: 49484us [49484us] (0.22%; 0.22%)
InlineGlobals: 2197us [2197us] (0.01%; 0.01%)
InferType: 53334us [53334us] (0.24%; 0.24%)
LabelOps: 204254us [140485us] (0.90%; 0.90%)
	InferType: 63769us [63769us] (0.28%; 31.22%)
AnnotateMemoryScope: 99382us [27267us] (0.44%; 0.44%)
	InferType: 72116us [72116us] (0.32%; 72.56%)
sequential: 509468us [42us] (2.25%; 2.25%)
	RelayToTIRTargetHook: 2126us [2126us] (0.01%; 0.42%)
	InferType: 66510us [66510us] (0.29%; 13.05%)
	LowerTE: 415106us [910us] (1.83%; 81.48%)
		LowerTensorExpr: 414196us [316293us] (1.83%; 99.78%)
			sequential: 1229us [23us] (0.01%; 0.30%)
				tir.InjectPrefetch: 11us [11us] (0.00%; 0.88%)
				tir.TextureFlatten: 30us [30us] (0.00%; 2.42%)
				tir.StorageFlatten: 262us [13us] (0.00%; 21.35%)
					tir.StorageFlatten_impl: 250us [4us] (0.00%; 95.12%)
						tir.BufferShapeLegalize: 38us [38us] (0.00%; 15.13%)
						tir.BufferStrideLegalize: 25us [25us] (0.00%; 10.12%)
						tir.ThreadScopePropagate: 8us [8us] (0.00%; 3.01%)
						tir.BufferBindUnwrapper: 25us [25us] (0.00%; 10.20%)
						tir.ApplyLayoutTransforms: 2us [2us] (0.00%; 0.65%)
						tir.StorageFlattener: 127us [127us] (0.00%; 50.99%)
						tir.AssertSimplifier: 20us [20us] (0.00%; 8.11%)
				tir.LowerCrossThreadReduction: 2us [2us] (0.00%; 0.19%)
				tir.LowerInitBlock: 2us [2us] (0.00%; 0.19%)
				tir.PlanAndUpdateBufferAllocationLocation: 2us [2us] (0.00%; 0.14%)
				tir.ConvertBlocksToOpaque: 2us [2us] (0.00%; 0.15%)
				tir.UnifyThreadBinding: 2us [2us] (0.00%; 0.15%)
				tir.ManifestSharedMemoryLocalStage: 3us [3us] (0.00%; 0.25%)
				tir.CompactBufferAllocation: 2us [2us] (0.00%; 0.15%)
				tir.LowerMatchBuffer: 22us [22us] (0.00%; 1.77%)
				tir.InjectSoftwarePipeline: 13us [13us] (0.00%; 1.08%)
				tir.LowerOpaqueBlock: 2us [2us] (0.00%; 0.15%)
				tir.FlattenBuffer: 2us [2us] (0.00%; 0.15%)
				tir.BF16Legalize: 19us [2us] (0.00%; 1.54%)
					tir.BF16Promote: 5us [5us] (0.00%; 27.19%)
					tir.BF16CastElimination: 4us [4us] (0.00%; 21.31%)
					tir.BF16TypeLowering: 8us [8us] (0.00%; 40.13%)
				tir.NarrowDataType: 53us [53us] (0.00%; 4.28%)
				tir.Simplify: 164us [164us] (0.00%; 13.35%)
				tir.LoopPartition: 30us [30us] (0.00%; 2.41%)
				tir.VectorizeLoop: 13us [13us] (0.00%; 1.03%)
				tir.InjectVirtualThread: 19us [19us] (0.00%; 1.53%)
				tir.InjectDoubleBuffer: 5us [5us] (0.00%; 0.40%)
				tir.StorageRewrite: 31us [31us] (0.00%; 2.52%)
				tir.UnrollLoop: 7us [7us] (0.00%; 0.55%)
				tir.RenormalizeSplitPattern: 61us [61us] (0.00%; 4.97%)
				tir.Simplify: 84us [84us] (0.00%; 6.84%)
				tir.RemoveNoOp: 59us [59us] (0.00%; 4.83%)
				tir.RewriteUnsafeSelect: 4us [4us] (0.00%; 0.37%)
				tir.HoistIfThenElse: 166us [3us] (0.00%; 13.52%)
					tir.InsertHoistIfThenElse: 27us [27us] (0.00%; 16.49%)
					tir.Simplify: 85us [85us] (0.00%; 51.34%)
					tir.RemoveNoOp: 51us [51us] (0.00%; 30.54%)
				tir.CommonSubexprElimTIR: 134us [134us] (0.00%; 10.94%)
			tir.BindParams: 13us [13us] (0.00%; 0.00%)
			sequential: 1239us [26us] (0.01%; 0.30%)
				tir.InjectPrefetch: 9us [9us] (0.00%; 0.71%)
				tir.TextureFlatten: 37us [37us] (0.00%; 3.00%)
				tir.StorageFlatten: 231us [13us] (0.00%; 18.67%)
					tir.StorageFlatten_impl: 219us [6us] (0.00%; 94.56%)
						tir.BufferShapeLegalize: 46us [46us] (0.00%; 21.16%)
						tir.BufferStrideLegalize: 27us [27us] (0.00%; 12.18%)
						tir.ThreadScopePropagate: 12us [12us] (0.00%; 5.46%)
						tir.BufferBindUnwrapper: 28us [28us] (0.00%; 12.66%)
						tir.ApplyLayoutTransforms: 2us [2us] (0.00%; 0.73%)
						tir.StorageFlattener: 79us [79us] (0.00%; 35.98%)
						tir.AssertSimplifier: 20us [20us] (0.00%; 9.12%)
				tir.LowerCrossThreadReduction: 2us [2us] (0.00%; 0.20%)
				tir.LowerInitBlock: 2us [2us] (0.00%; 0.17%)
				tir.PlanAndUpdateBufferAllocationLocation: 2us [2us] (0.00%; 0.14%)
				tir.ConvertBlocksToOpaque: 2us [2us] (0.00%; 0.15%)
				tir.UnifyThreadBinding: 2us [2us] (0.00%; 0.14%)
				tir.ManifestSharedMemoryLocalStage: 4us [4us] (0.00%; 0.28%)
				tir.CompactBufferAllocation: 2us [2us] (0.00%; 0.15%)
				tir.LowerMatchBuffer: 21us [21us] (0.00%; 1.70%)
				tir.InjectSoftwarePipeline: 13us [13us] (0.00%; 1.01%)
				tir.LowerOpaqueBlock: 2us [2us] (0.00%; 0.14%)
				tir.FlattenBuffer: 2us [2us] (0.00%; 0.15%)
				tir.BF16Legalize: 17us [2us] (0.00%; 1.39%)
					tir.BF16Promote: 5us [5us] (0.00%; 26.28%)
					tir.BF16CastElimination: 4us [4us] (0.00%; 21.46%)
					tir.BF16TypeLowering: 7us [7us] (0.00%; 38.97%)
				tir.NarrowDataType: 39us [39us] (0.00%; 3.18%)
				tir.Simplify: 128us [128us] (0.00%; 10.32%)
				tir.LoopPartition: 29us [29us] (0.00%; 2.33%)
				tir.VectorizeLoop: 3us [3us] (0.00%; 0.25%)
				tir.InjectVirtualThread: 59us [59us] (0.00%; 4.75%)
				tir.InjectDoubleBuffer: 5us [5us] (0.00%; 0.38%)
				tir.StorageRewrite: 42us [42us] (0.00%; 3.37%)
				tir.UnrollLoop: 7us [7us] (0.00%; 0.60%)
				tir.RenormalizeSplitPattern: 86us [86us] (0.00%; 6.92%)
				tir.Simplify: 90us [90us] (0.00%; 7.28%)
				tir.RemoveNoOp: 107us [107us] (0.00%; 8.63%)
				tir.RewriteUnsafeSelect: 5us [5us] (0.00%; 0.43%)
				tir.HoistIfThenElse: 205us [4us] (0.00%; 16.58%)
					tir.InsertHoistIfThenElse: 68us [68us] (0.00%; 33.06%)
					tir.Simplify: 93us [93us] (0.00%; 45.33%)
					tir.RemoveNoOp: 41us [41us] (0.00%; 19.84%)
				tir.CommonSubexprElimTIR: 60us [60us] (0.00%; 4.85%)
			tir.BindParams: 5us [5us] (0.00%; 0.00%)
			sequential: 2342us [68us] (0.01%; 0.57%)
				tir.InjectPrefetch: 8us [8us] (0.00%; 0.34%)
				tir.TextureFlatten: 42us [42us] (0.00%; 1.79%)
				tir.StorageFlatten: 334us [13us] (0.00%; 14.27%)
					tir.StorageFlatten_impl: 321us [6us] (0.00%; 96.12%)
						tir.BufferShapeLegalize: 54us [54us] (0.00%; 16.79%)
						tir.BufferStrideLegalize: 30us [30us] (0.00%; 9.36%)
						tir.ThreadScopePropagate: 15us [15us] (0.00%; 4.56%)
						tir.BufferBindUnwrapper: 32us [32us] (0.00%; 9.83%)
						tir.ApplyLayoutTransforms: 2us [2us] (0.00%; 0.56%)
						tir.StorageFlattener: 120us [120us] (0.00%; 37.47%)
						tir.AssertSimplifier: 63us [63us] (0.00%; 19.57%)
				tir.LowerCrossThreadReduction: 3us [3us] (0.00%; 0.11%)
				tir.LowerInitBlock: 2us [2us] (0.00%; 0.09%)
				tir.PlanAndUpdateBufferAllocationLocation: 2us [2us] (0.00%; 0.07%)
				tir.ConvertBlocksToOpaque: 2us [2us] (0.00%; 0.08%)
				tir.UnifyThreadBinding: 2us [2us] (0.00%; 0.07%)
				tir.ManifestSharedMemoryLocalStage: 4us [4us] (0.00%; 0.16%)
				tir.CompactBufferAllocation: 2us [2us] (0.00%; 0.08%)
				tir.LowerMatchBuffer: 23us [23us] (0.00%; 0.98%)
				tir.InjectSoftwarePipeline: 15us [15us] (0.00%; 0.62%)
				tir.LowerOpaqueBlock: 2us [2us] (0.00%; 0.08%)
				tir.FlattenBuffer: 2us [2us] (0.00%; 0.07%)
				tir.BF16Legalize: 21us [2us] (0.00%; 0.90%)
					tir.BF16Promote: 6us [6us] (0.00%; 27.43%)
					tir.BF16CastElimination: 5us [5us] (0.00%; 22.72%)
					tir.BF16TypeLowering: 8us [8us] (0.00%; 38.87%)
				tir.NarrowDataType: 81us [81us] (0.00%; 3.46%)
				tir.Simplify: 222us [222us] (0.00%; 9.47%)
				tir.LoopPartition: 70us [70us] (0.00%; 2.99%)
				tir.VectorizeLoop: 3us [3us] (0.00%; 0.15%)
				tir.InjectVirtualThread: 38us [38us] (0.00%; 1.61%)
				tir.InjectDoubleBuffer: 45us [45us] (0.00%; 1.94%)
				tir.StorageRewrite: 98us [98us] (0.00%; 4.17%)
				tir.UnrollLoop: 43us [43us] (0.00%; 1.83%)
				tir.RenormalizeSplitPattern: 145us [145us] (0.00%; 6.19%)
				tir.Simplify: 214us [214us] (0.00%; 9.14%)
				tir.RemoveNoOp: 149us [149us] (0.00%; 6.36%)
				tir.RewriteUnsafeSelect: 6us [6us] (0.00%; 0.27%)
				tir.HoistIfThenElse: 385us [4us] (0.00%; 16.45%)
					tir.InsertHoistIfThenElse: 43us [43us] (0.00%; 11.11%)
					tir.Simplify: 151us [151us] (0.00%; 39.12%)
					tir.RemoveNoOp: 187us [187us] (0.00%; 48.63%)
				tir.CommonSubexprElimTIR: 313us [313us] (0.00%; 13.38%)
			tir.BindParams: 6us [6us] (0.00%; 0.00%)
			sequential: 1555us [36us] (0.01%; 0.38%)
				tir.InjectPrefetch: 12us [12us] (0.00%; 0.76%)
				tir.TextureFlatten: 35us [35us] (0.00%; 2.28%)
				tir.StorageFlatten: 262us [13us] (0.00%; 16.84%)
					tir.StorageFlatten_impl: 249us [8us] (0.00%; 95.00%)
						tir.BufferShapeLegalize: 45us [45us] (0.00%; 17.99%)
						tir.BufferStrideLegalize: 29us [29us] (0.00%; 11.71%)
						tir.ThreadScopePropagate: 10us [10us] (0.00%; 4.12%)
						tir.BufferBindUnwrapper: 30us [30us] (0.00%; 11.86%)
						tir.ApplyLayoutTransforms: 2us [2us] (0.00%; 0.89%)
						tir.StorageFlattener: 104us [104us] (0.00%; 41.72%)
						tir.AssertSimplifier: 21us [21us] (0.00%; 8.53%)
				tir.LowerCrossThreadReduction: 3us [3us] (0.00%; 0.21%)
				tir.LowerInitBlock: 3us [3us] (0.00%; 0.20%)
				tir.PlanAndUpdateBufferAllocationLocation: 2us [2us] (0.00%; 0.16%)
				tir.ConvertBlocksToOpaque: 2us [2us] (0.00%; 0.15%)
				tir.UnifyThreadBinding: 2us [2us] (0.00%; 0.14%)
				tir.ManifestSharedMemoryLocalStage: 4us [4us] (0.00%; 0.26%)
				tir.CompactBufferAllocation: 2us [2us] (0.00%; 0.15%)
				tir.LowerMatchBuffer: 23us [23us] (0.00%; 1.46%)
				tir.InjectSoftwarePipeline: 18us [18us] (0.00%; 1.17%)
				tir.LowerOpaqueBlock: 3us [3us] (0.00%; 0.16%)
				tir.FlattenBuffer: 3us [3us] (0.00%; 0.17%)
				tir.BF16Legalize: 26us [3us] (0.00%; 1.65%)
					tir.BF16Promote: 7us [7us] (0.00%; 26.12%)
					tir.BF16CastElimination: 6us [6us] (0.00%; 22.16%)
					tir.BF16TypeLowering: 10us [10us] (0.00%; 38.49%)
				tir.NarrowDataType: 51us [51us] (0.00%; 3.28%)
				tir.Simplify: 194us [194us] (0.00%; 12.45%)
				tir.LoopPartition: 31us [31us] (0.00%; 2.02%)
				tir.VectorizeLoop: 17us [17us] (0.00%; 1.10%)
				tir.InjectVirtualThread: 22us [22us] (0.00%; 1.41%)
				tir.InjectDoubleBuffer: 5us [5us] (0.00%; 0.33%)
				tir.StorageRewrite: 115us [115us] (0.00%; 7.40%)
				tir.UnrollLoop: 8us [8us] (0.00%; 0.51%)
				tir.RenormalizeSplitPattern: 66us [66us] (0.00%; 4.22%)
				tir.Simplify: 118us [118us] (0.00%; 7.57%)
				tir.RemoveNoOp: 95us [95us] (0.00%; 6.10%)
				tir.RewriteUnsafeSelect: 6us [6us] (0.00%; 0.37%)
				tir.HoistIfThenElse: 156us [3us] (0.00%; 10.05%)
					tir.InsertHoistIfThenElse: 31us [31us] (0.00%; 20.14%)
					tir.Simplify: 80us [80us] (0.00%; 51.23%)
					tir.RemoveNoOp: 41us [41us] (0.00%; 26.44%)
				tir.CommonSubexprElimTIR: 235us [235us] (0.00%; 15.09%)
			tir.BindParams: 6us [6us] (0.00%; 0.00%)
			sequential: 1801us [46us] (0.01%; 0.43%)
				tir.InjectPrefetch: 9us [9us] (0.00%; 0.48%)
				tir.TextureFlatten: 31us [31us] (0.00%; 1.71%)
				tir.StorageFlatten: 326us [13us] (0.00%; 18.09%)
					tir.StorageFlatten_impl: 313us [7us] (0.00%; 96.16%)
						tir.BufferShapeLegalize: 34us [34us] (0.00%; 10.82%)
						tir.BufferStrideLegalize: 24us [24us] (0.00%; 7.57%)
						tir.ThreadScopePropagate: 6us [6us] (0.00%; 1.94%)
						tir.BufferBindUnwrapper: 24us [24us] (0.00%; 7.77%)
						tir.ApplyLayoutTransforms: 2us [2us] (0.00%; 0.68%)
						tir.StorageFlattener: 196us [196us] (0.00%; 62.51%)
						tir.AssertSimplifier: 21us [21us] (0.00%; 6.57%)
				tir.LowerCrossThreadReduction: 2us [2us] (0.00%; 0.13%)
				tir.LowerInitBlock: 2us [2us] (0.00%; 0.12%)
				tir.PlanAndUpdateBufferAllocationLocation: 2us [2us] (0.00%; 0.09%)
				tir.ConvertBlocksToOpaque: 2us [2us] (0.00%; 0.10%)
				tir.UnifyThreadBinding: 2us [2us] (0.00%; 0.10%)
				tir.ManifestSharedMemoryLocalStage: 3us [3us] (0.00%; 0.17%)
				tir.CompactBufferAllocation: 2us [2us] (0.00%; 0.10%)
				tir.LowerMatchBuffer: 21us [21us] (0.00%; 1.16%)
				tir.InjectSoftwarePipeline: 12us [12us] (0.00%; 0.65%)
				tir.LowerOpaqueBlock: 2us [2us] (0.00%; 0.10%)
				tir.FlattenBuffer: 2us [2us] (0.00%; 0.10%)
				tir.BF16Legalize: 16us [2us] (0.00%; 0.91%)
					tir.BF16Promote: 4us [4us] (0.00%; 26.44%)
					tir.BF16CastElimination: 3us [3us] (0.00%; 20.82%)
					tir.BF16TypeLowering: 6us [6us] (0.00%; 38.50%)
				tir.NarrowDataType: 48us [48us] (0.00%; 2.68%)
				tir.Simplify: 189us [189us] (0.00%; 10.48%)
				tir.LoopPartition: 29us [29us] (0.00%; 1.60%)
				tir.VectorizeLoop: 9us [9us] (0.00%; 0.52%)
				tir.InjectVirtualThread: 78us [78us] (0.00%; 4.32%)
				tir.InjectDoubleBuffer: 5us [5us] (0.00%; 0.28%)
				tir.StorageRewrite: 36us [36us] (0.00%; 2.01%)
				tir.UnrollLoop: 6us [6us] (0.00%; 0.32%)
				tir.RenormalizeSplitPattern: 183us [183us] (0.00%; 10.16%)
				tir.Simplify: 105us [105us] (0.00%; 5.84%)
				tir.RemoveNoOp: 129us [129us] (0.00%; 7.14%)
				tir.RewriteUnsafeSelect: 4us [4us] (0.00%; 0.20%)
				tir.HoistIfThenElse: 204us [3us] (0.00%; 11.31%)
					tir.InsertHoistIfThenElse: 108us [108us] (0.00%; 53.04%)
					tir.Simplify: 64us [64us] (0.00%; 31.38%)
					tir.RemoveNoOp: 29us [29us] (0.00%; 14.02%)
				tir.CommonSubexprElimTIR: 299us [299us] (0.00%; 16.57%)
			tir.BindParams: 5us [5us] (0.00%; 0.00%)
			sequential: 3618us [79us] (0.02%; 0.87%)
				tir.InjectPrefetch: 14us [14us] (0.00%; 0.38%)
				tir.TextureFlatten: 160us [160us] (0.00%; 4.42%)
				tir.StorageFlatten: 790us [45us] (0.00%; 21.85%)
					tir.StorageFlatten_impl: 745us [6us] (0.00%; 94.26%)
						tir.BufferShapeLegalize: 137us [137us] (0.00%; 18.38%)
						tir.BufferStrideLegalize: 72us [72us] (0.00%; 9.69%)
						tir.ThreadScopePropagate: 49us [49us] (0.00%; 6.58%)
						tir.BufferBindUnwrapper: 78us [78us] (0.00%; 10.48%)
						tir.ApplyLayoutTransforms: 2us [2us] (0.00%; 0.23%)
						tir.StorageFlattener: 348us [348us] (0.00%; 46.66%)
						tir.AssertSimplifier: 54us [54us] (0.00%; 7.22%)
				tir.LowerCrossThreadReduction: 3us [3us] (0.00%; 0.08%)
				tir.LowerInitBlock: 2us [2us] (0.00%; 0.07%)
				tir.PlanAndUpdateBufferAllocationLocation: 2us [2us] (0.00%; 0.05%)
				tir.ConvertBlocksToOpaque: 2us [2us] (0.00%; 0.05%)
				tir.UnifyThreadBinding: 2us [2us] (0.00%; 0.05%)
				tir.ManifestSharedMemoryLocalStage: 5us [5us] (0.00%; 0.14%)
				tir.CompactBufferAllocation: 2us [2us] (0.00%; 0.05%)
				tir.LowerMatchBuffer: 56us [56us] (0.00%; 1.54%)
				tir.InjectSoftwarePipeline: 26us [26us] (0.00%; 0.73%)
				tir.LowerOpaqueBlock: 2us [2us] (0.00%; 0.05%)
				tir.FlattenBuffer: 2us [2us] (0.00%; 0.05%)
				tir.BF16Legalize: 33us [2us] (0.00%; 0.92%)
					tir.BF16Promote: 10us [10us] (0.00%; 29.67%)
					tir.BF16CastElimination: 9us [9us] (0.00%; 27.05%)
					tir.BF16TypeLowering: 12us [12us] (0.00%; 36.45%)
				tir.NarrowDataType: 134us [134us] (0.00%; 3.71%)
				tir.Simplify: 382us [382us] (0.00%; 10.56%)
				tir.LoopPartition: 95us [95us] (0.00%; 2.64%)
				tir.VectorizeLoop: 20us [20us] (0.00%; 0.55%)
				tir.InjectVirtualThread: 46us [46us] (0.00%; 1.28%)
				tir.InjectDoubleBuffer: 6us [6us] (0.00%; 0.16%)
				tir.StorageRewrite: 66us [66us] (0.00%; 1.83%)
				tir.UnrollLoop: 47us [47us] (0.00%; 1.30%)
				tir.RenormalizeSplitPattern: 101us [101us] (0.00%; 2.79%)
				tir.Simplify: 496us [496us] (0.00%; 13.72%)
				tir.RemoveNoOp: 191us [191us] (0.00%; 5.28%)
				tir.RewriteUnsafeSelect: 10us [10us] (0.00%; 0.28%)
				tir.HoistIfThenElse: 348us [4us] (0.00%; 9.61%)
					tir.InsertHoistIfThenElse: 50us [50us] (0.00%; 14.40%)
					tir.Simplify: 153us [153us] (0.00%; 44.00%)
					tir.RemoveNoOp: 141us [141us] (0.00%; 40.57%)
				tir.CommonSubexprElimTIR: 495us [495us] (0.00%; 13.69%)
			tir.BindParams: 6us [6us] (0.00%; 0.00%)
			sequential: 2430us [37us] (0.01%; 0.59%)
				tir.InjectPrefetch: 12us [12us] (0.00%; 0.48%)
				tir.TextureFlatten: 55us [55us] (0.00%; 2.26%)
				tir.StorageFlatten: 1023us [14us] (0.00%; 42.09%)
					tir.StorageFlatten_impl: 1009us [6us] (0.00%; 98.66%)
						tir.BufferShapeLegalize: 140us [140us] (0.00%; 13.88%)
						tir.BufferStrideLegalize: 46us [46us] (0.00%; 4.55%)
						tir.ThreadScopePropagate: 72us [72us] (0.00%; 7.16%)
						tir.BufferBindUnwrapper: 86us [86us] (0.00%; 8.52%)
						tir.ApplyLayoutTransforms: 2us [2us] (0.00%; 0.18%)
						tir.StorageFlattener: 633us [633us] (0.00%; 62.75%)
						tir.AssertSimplifier: 24us [24us] (0.00%; 2.34%)
				tir.LowerCrossThreadReduction: 3us [3us] (0.00%; 0.10%)
				tir.LowerInitBlock: 3us [3us] (0.00%; 0.11%)
				tir.PlanAndUpdateBufferAllocationLocation: 2us [2us] (0.00%; 0.08%)
				tir.ConvertBlocksToOpaque: 2us [2us] (0.00%; 0.08%)
				tir.UnifyThreadBinding: 2us [2us] (0.00%; 0.08%)
				tir.ManifestSharedMemoryLocalStage: 3us [3us] (0.00%; 0.13%)
				tir.CompactBufferAllocation: 2us [2us] (0.00%; 0.08%)
				tir.LowerMatchBuffer: 24us [24us] (0.00%; 0.98%)
				tir.InjectSoftwarePipeline: 17us [17us] (0.00%; 0.71%)
				tir.LowerOpaqueBlock: 2us [2us] (0.00%; 0.08%)
				tir.FlattenBuffer: 2us [2us] (0.00%; 0.08%)
				tir.BF16Legalize: 24us [3us] (0.00%; 1.01%)
					tir.BF16Promote: 7us [7us] (0.00%; 28.58%)
					tir.BF16CastElimination: 6us [6us] (0.00%; 23.15%)
					tir.BF16TypeLowering: 9us [9us] (0.00%; 37.95%)
				tir.NarrowDataType: 78us [78us] (0.00%; 3.21%)
				tir.Simplify: 200us [200us] (0.00%; 8.23%)
				tir.LoopPartition: 33us [33us] (0.00%; 1.37%)
				tir.VectorizeLoop: 13us [13us] (0.00%; 0.55%)
				tir.InjectVirtualThread: 20us [20us] (0.00%; 0.84%)
				tir.InjectDoubleBuffer: 5us [5us] (0.00%; 0.21%)
				tir.StorageRewrite: 31us [31us] (0.00%; 1.28%)
				tir.UnrollLoop: 7us [7us] (0.00%; 0.28%)
				tir.RenormalizeSplitPattern: 115us [115us] (0.00%; 4.71%)
				tir.Simplify: 130us [130us] (0.00%; 5.35%)
				tir.RemoveNoOp: 53us [53us] (0.00%; 2.18%)
				tir.RewriteUnsafeSelect: 5us [5us] (0.00%; 0.20%)
				tir.HoistIfThenElse: 192us [3us] (0.00%; 7.92%)
					tir.InsertHoistIfThenElse: 70us [70us] (0.00%; 36.33%)
					tir.Simplify: 79us [79us] (0.00%; 40.91%)
					tir.RemoveNoOp: 41us [41us] (0.00%; 21.32%)
				tir.CommonSubexprElimTIR: 335us [335us] (0.00%; 13.80%)
			tir.BindParams: 5us [5us] (0.00%; 0.00%)
			sequential: 9165us [33us] (0.04%; 2.21%)
