sequential: 14926913us [222us] (94.96%; 94.96%)
				tir.ManifestSharedMemoryLocalStage: 6us [6us] (0.00%; 0.38%)
				tir.CompactBufferAllocation: 4us [4us] (0.00%; 0.26%)
				tir.LowerMatchBuffer: 13us [13us] (0.00%; 0.86%)
				tir.InjectSoftwarePipeline: 17us [17us] (0.00%; 1.12%)
				tir.LowerOpaqueBlock: 4us [4us] (0.00%; 0.26%)
				tir.FlattenBuffer: 4us [4us] (0.00%; 0.24%)
				tir.BF16Legalize: 31us [4us] (0.00%; 1.99%)
					tir.BF16Promote: 8us [8us] (0.00%; 26.08%)
					tir.BF16CastElimination: 6us [6us] (0.00%; 20.94%)
					tir.BF16TypeLowering: 12us [12us] (0.00%; 38.85%)
				tir.NarrowDataType: 65us [65us] (0.00%; 4.25%)
				tir.Simplify: 136us [136us] (0.00%; 8.82%)
				tir.LoopPartition: 18us [18us] (0.00%; 1.20%)
				tir.VectorizeLoop: 18us [18us] (0.00%; 1.18%)
				tir.InjectVirtualThread: 14us [14us] (0.00%; 0.94%)
				tir.InjectDoubleBuffer: 32us [32us] (0.00%; 2.07%)
				tir.StorageRewrite: 42us [42us] (0.00%; 2.72%)
				tir.LowerVtcmAlloc: 6us [6us] (0.00%; 0.41%)
				tir.UnrollLoop: 9us [9us] (0.00%; 0.55%)
				tir.RenormalizeSplitPattern: 52us [52us] (0.00%; 3.38%)
				tir.Simplify: 82us [82us] (0.00%; 5.34%)
				tir.RemoveNoOp: 13us [13us] (0.00%; 0.82%)
				tir.RewriteUnsafeSelect: 6us [6us] (0.00%; 0.39%)
				tir.HoistIfThenElse: 118us [5us] (0.00%; 7.68%)
					tir.InsertHoistIfThenElse: 23us [23us] (0.00%; 19.42%)
					tir.Simplify: 80us [80us] (0.00%; 68.07%)
					tir.RemoveNoOp: 10us [10us] (0.00%; 8.45%)
				tir.CommonSubexprElimTIR: 492us [492us] (0.00%; 32.02%)
			tir.BindParams: 11us [11us] (0.00%; 0.00%)
			sequential: 1156us [25us] (0.01%; 0.35%)
				tir.InjectPrefetch: 11us [11us] (0.00%; 0.99%)
				tir.TextureFlatten: 23us [23us] (0.00%; 2.00%)
				tir.StorageFlatten: 281us [53us] (0.00%; 24.31%)
					tir.StorageFlatten_impl: 228us [8us] (0.00%; 81.24%)
						tir.BufferShapeLegalize: 34us [34us] (0.00%; 14.81%)
						tir.BufferStrideLegalize: 49us [49us] (0.00%; 21.49%)
						tir.ThreadScopePropagate: 16us [16us] (0.00%; 7.05%)
						tir.BufferBindUnwrapper: 19us [19us] (0.00%; 8.41%)
						tir.ApplyLayoutTransforms: 4us [4us] (0.00%; 1.55%)
						tir.StorageFlattener: 87us [87us] (0.00%; 38.24%)
						tir.AssertSimplifier: 11us [11us] (0.00%; 4.98%)
				tir.LowerCrossThreadReduction: 4us [4us] (0.00%; 0.37%)
				tir.LowerInitBlock: 5us [5us] (0.00%; 0.39%)
				tir.PlanAndUpdateBufferAllocationLocation: 4us [4us] (0.00%; 0.34%)
				tir.ConvertBlocksToOpaque: 4us [4us] (0.00%; 0.32%)
				tir.UnifyThreadBinding: 4us [4us] (0.00%; 0.32%)
				tir.ManifestSharedMemoryLocalStage: 7us [7us] (0.00%; 0.57%)
				tir.CompactBufferAllocation: 4us [4us] (0.00%; 0.33%)
				tir.LowerMatchBuffer: 13us [13us] (0.00%; 1.14%)
				tir.InjectSoftwarePipeline: 37us [37us] (0.00%; 3.21%)
				tir.LowerOpaqueBlock: 4us [4us] (0.00%; 0.33%)
				tir.FlattenBuffer: 4us [4us] (0.00%; 0.32%)
				tir.BF16Legalize: 27us [4us] (0.00%; 2.30%)
					tir.BF16Promote: 7us [7us] (0.00%; 26.81%)
					tir.BF16CastElimination: 6us [6us] (0.00%; 21.33%)
					tir.BF16TypeLowering: 9us [9us] (0.00%; 35.44%)
				tir.NarrowDataType: 42us [42us] (0.00%; 3.61%)
				tir.Simplify: 103us [103us] (0.00%; 8.95%)
				tir.LoopPartition: 16us [16us] (0.00%; 1.43%)
				tir.VectorizeLoop: 4us [4us] (0.00%; 0.35%)
				tir.InjectVirtualThread: 15us [15us] (0.00%; 1.32%)
				tir.InjectDoubleBuffer: 6us [6us] (0.00%; 0.48%)
				tir.StorageRewrite: 50us [50us] (0.00%; 4.35%)
				tir.LowerVtcmAlloc: 6us [6us] (0.00%; 0.52%)
				tir.UnrollLoop: 9us [9us] (0.00%; 0.74%)
				tir.RenormalizeSplitPattern: 76us [76us] (0.00%; 6.57%)
				tir.Simplify: 80us [80us] (0.00%; 6.90%)
				tir.RemoveNoOp: 16us [16us] (0.00%; 1.36%)
				tir.RewriteUnsafeSelect: 5us [5us] (0.00%; 0.45%)
				tir.HoistIfThenElse: 123us [5us] (0.00%; 10.67%)
					tir.InsertHoistIfThenElse: 25us [25us] (0.00%; 20.53%)
					tir.Simplify: 80us [80us] (0.00%; 64.61%)
					tir.RemoveNoOp: 14us [14us] (0.00%; 11.02%)
				tir.CommonSubexprElimTIR: 149us [149us] (0.00%; 12.88%)
			tir.BindParams: 6us [6us] (0.00%; 0.00%)
			sequential: 1445us [30us] (0.01%; 0.44%)
				tir.InjectPrefetch: 12us [12us] (0.00%; 0.81%)
				tir.TextureFlatten: 26us [26us] (0.00%; 1.82%)
				tir.StorageFlatten: 270us [21us] (0.00%; 18.66%)
					tir.StorageFlatten_impl: 249us [7us] (0.00%; 92.25%)
						tir.BufferShapeLegalize: 41us [41us] (0.00%; 16.67%)
						tir.BufferStrideLegalize: 26us [26us] (0.00%; 10.54%)
						tir.ThreadScopePropagate: 19us [19us] (0.00%; 7.53%)
						tir.BufferBindUnwrapper: 23us [23us] (0.00%; 9.21%)
						tir.ApplyLayoutTransforms: 4us [4us] (0.00%; 1.43%)
						tir.StorageFlattener: 117us [117us] (0.00%; 46.94%)
						tir.AssertSimplifier: 12us [12us] (0.00%; 4.77%)
				tir.LowerCrossThreadReduction: 5us [5us] (0.00%; 0.31%)
				tir.LowerInitBlock: 5us [5us] (0.00%; 0.32%)
				tir.PlanAndUpdateBufferAllocationLocation: 4us [4us] (0.00%; 0.27%)
				tir.ConvertBlocksToOpaque: 4us [4us] (0.00%; 0.25%)
				tir.UnifyThreadBinding: 4us [4us] (0.00%; 0.27%)
				tir.ManifestSharedMemoryLocalStage: 6us [6us] (0.00%; 0.43%)
				tir.CompactBufferAllocation: 4us [4us] (0.00%; 0.29%)
				tir.LowerMatchBuffer: 14us [14us] (0.00%; 0.97%)
				tir.InjectSoftwarePipeline: 19us [19us] (0.00%; 1.32%)
				tir.LowerOpaqueBlock: 4us [4us] (0.00%; 0.28%)
				tir.FlattenBuffer: 4us [4us] (0.00%; 0.27%)
				tir.BF16Legalize: 62us [5us] (0.00%; 4.27%)
					tir.BF16Promote: 8us [8us] (0.00%; 13.29%)
					tir.BF16CastElimination: 37us [37us] (0.00%; 60.52%)
					tir.BF16TypeLowering: 12us [12us] (0.00%; 18.74%)
				tir.NarrowDataType: 73us [73us] (0.00%; 5.05%)
				tir.Simplify: 118us [118us] (0.00%; 8.18%)
				tir.LoopPartition: 46us [46us] (0.00%; 3.19%)
				tir.VectorizeLoop: 4us [4us] (0.00%; 0.29%)
				tir.InjectVirtualThread: 20us [20us] (0.00%; 1.37%)
				tir.InjectDoubleBuffer: 9us [9us] (0.00%; 0.60%)
				tir.StorageRewrite: 72us [72us] (0.00%; 4.95%)
				tir.LowerVtcmAlloc: 10us [10us] (0.00%; 0.69%)
				tir.UnrollLoop: 19us [19us] (0.00%; 1.33%)
				tir.RenormalizeSplitPattern: 108us [108us] (0.00%; 7.48%)
				tir.Simplify: 90us [90us] (0.00%; 6.21%)
				tir.RemoveNoOp: 17us [17us] (0.00%; 1.18%)
				tir.RewriteUnsafeSelect: 7us [7us] (0.00%; 0.46%)
				tir.HoistIfThenElse: 137us [4us] (0.00%; 9.48%)
					tir.InsertHoistIfThenElse: 30us [30us] (0.00%; 21.74%)
					tir.Simplify: 89us [89us] (0.00%; 64.75%)
					tir.RemoveNoOp: 14us [14us] (0.00%; 10.32%)
				tir.CommonSubexprElimTIR: 245us [245us] (0.00%; 16.95%)
			tir.BindParams: 7us [7us] (0.00%; 0.00%)
			sequential: 1674us [26us] (0.01%; 0.51%)
				tir.InjectPrefetch: 15us [15us] (0.00%; 0.88%)
				tir.TextureFlatten: 25us [25us] (0.00%; 1.47%)
				tir.StorageFlatten: 295us [22us] (0.00%; 17.62%)
					tir.StorageFlatten_impl: 273us [8us] (0.00%; 92.55%)
						tir.BufferShapeLegalize: 34us [34us] (0.00%; 12.57%)
						tir.BufferStrideLegalize: 24us [24us] (0.00%; 8.95%)
						tir.ThreadScopePropagate: 13us [13us] (0.00%; 4.78%)
						tir.BufferBindUnwrapper: 21us [21us] (0.00%; 7.53%)
						tir.ApplyLayoutTransforms: 4us [4us] (0.00%; 1.43%)
						tir.StorageFlattener: 158us [158us] (0.00%; 57.96%)
						tir.AssertSimplifier: 11us [11us] (0.00%; 3.90%)
				tir.LowerCrossThreadReduction: 5us [5us] (0.00%; 0.30%)
				tir.LowerInitBlock: 5us [5us] (0.00%; 0.30%)
				tir.PlanAndUpdateBufferAllocationLocation: 4us [4us] (0.00%; 0.25%)
				tir.ConvertBlocksToOpaque: 4us [4us] (0.00%; 0.25%)
				tir.UnifyThreadBinding: 35us [35us] (0.00%; 2.11%)
				tir.ManifestSharedMemoryLocalStage: 7us [7us] (0.00%; 0.39%)
				tir.CompactBufferAllocation: 4us [4us] (0.00%; 0.26%)
				tir.LowerMatchBuffer: 15us [15us] (0.00%; 0.91%)
				tir.InjectSoftwarePipeline: 22us [22us] (0.00%; 1.31%)
				tir.LowerOpaqueBlock: 5us [5us] (0.00%; 0.28%)
				tir.FlattenBuffer: 4us [4us] (0.00%; 0.27%)
				tir.BF16Legalize: 39us [5us] (0.00%; 2.31%)
					tir.BF16Promote: 10us [10us] (0.00%; 26.88%)
					tir.BF16CastElimination: 7us [7us] (0.00%; 18.55%)
					tir.BF16TypeLowering: 16us [16us] (0.00%; 41.83%)
				tir.NarrowDataType: 127us [127us] (0.00%; 7.61%)
				tir.Simplify: 160us [160us] (0.00%; 9.55%)
				tir.LoopPartition: 20us [20us] (0.00%; 1.21%)
				tir.VectorizeLoop: 44us [44us] (0.00%; 2.64%)
				tir.InjectVirtualThread: 17us [17us] (0.00%; 1.00%)
				tir.InjectDoubleBuffer: 7us [7us] (0.00%; 0.41%)
				tir.StorageRewrite: 55us [55us] (0.00%; 3.28%)
				tir.LowerVtcmAlloc: 7us [7us] (0.00%; 0.44%)
				tir.UnrollLoop: 10us [10us] (0.00%; 0.58%)
				tir.RenormalizeSplitPattern: 56us [56us] (0.00%; 3.35%)
				tir.Simplify: 74us [74us] (0.00%; 4.42%)
				tir.RemoveNoOp: 13us [13us] (0.00%; 0.75%)
				tir.RewriteUnsafeSelect: 7us [7us] (0.00%; 0.41%)
				tir.HoistIfThenElse: 113us [5us] (0.00%; 6.77%)
					tir.InsertHoistIfThenElse: 25us [25us] (0.00%; 22.21%)
					tir.Simplify: 73us [73us] (0.00%; 64.09%)
					tir.RemoveNoOp: 11us [11us] (0.00%; 9.37%)
				tir.CommonSubexprElimTIR: 454us [454us] (0.00%; 27.13%)
			tir.BindParams: 8us [8us] (0.00%; 0.00%)
			sequential: 1312us [34us] (0.01%; 0.40%)
				tir.InjectPrefetch: 11us [11us] (0.00%; 0.81%)
				tir.TextureFlatten: 16us [16us] (0.00%; 1.22%)
				tir.StorageFlatten: 331us [19us] (0.00%; 25.26%)
					tir.StorageFlatten_impl: 312us [7us] (0.00%; 94.13%)
						tir.BufferShapeLegalize: 19us [19us] (0.00%; 6.18%)
						tir.BufferStrideLegalize: 15us [15us] (0.00%; 4.66%)
						tir.ThreadScopePropagate: 8us [8us] (0.00%; 2.52%)
						tir.BufferBindUnwrapper: 14us [14us] (0.00%; 4.41%)
						tir.ApplyLayoutTransforms: 3us [3us] (0.00%; 1.08%)
						tir.StorageFlattener: 236us [236us] (0.00%; 75.59%)
						tir.AssertSimplifier: 10us [10us] (0.00%; 3.34%)
				tir.LowerCrossThreadReduction: 4us [4us] (0.00%; 0.34%)
				tir.LowerInitBlock: 5us [5us] (0.00%; 0.39%)
				tir.PlanAndUpdateBufferAllocationLocation: 4us [4us] (0.00%; 0.30%)
				tir.ConvertBlocksToOpaque: 4us [4us] (0.00%; 0.30%)
				tir.UnifyThreadBinding: 4us [4us] (0.00%; 0.28%)
				tir.ManifestSharedMemoryLocalStage: 6us [6us] (0.00%; 0.44%)
				tir.CompactBufferAllocation: 4us [4us] (0.00%; 0.32%)
				tir.LowerMatchBuffer: 12us [12us] (0.00%; 0.93%)
				tir.InjectSoftwarePipeline: 15us [15us] (0.00%; 1.13%)
				tir.LowerOpaqueBlock: 4us [4us] (0.00%; 0.30%)
				tir.FlattenBuffer: 4us [4us] (0.00%; 0.29%)
				tir.BF16Legalize: 25us [4us] (0.00%; 1.93%)
					tir.BF16Promote: 6us [6us] (0.00%; 25.45%)
					tir.BF16CastElimination: 6us [6us] (0.00%; 23.44%)
					tir.BF16TypeLowering: 9us [9us] (0.00%; 34.14%)
				tir.NarrowDataType: 57us [57us] (0.00%; 4.37%)
				tir.Simplify: 195us [195us] (0.00%; 14.90%)
				tir.LoopPartition: 19us [19us] (0.00%; 1.43%)
				tir.VectorizeLoop: 14us [14us] (0.00%; 1.05%)
				tir.InjectVirtualThread: 51us [51us] (0.00%; 3.90%)
				tir.InjectDoubleBuffer: 5us [5us] (0.00%; 0.37%)
				tir.StorageRewrite: 27us [27us] (0.00%; 2.07%)
				tir.LowerVtcmAlloc: 5us [5us] (0.00%; 0.38%)
				tir.UnrollLoop: 6us [6us] (0.00%; 0.50%)
				tir.RenormalizeSplitPattern: 57us [57us] (0.00%; 4.34%)
				tir.Simplify: 63us [63us] (0.00%; 4.76%)
				tir.RemoveNoOp: 12us [12us] (0.00%; 0.92%)
				tir.RewriteUnsafeSelect: 5us [5us] (0.00%; 0.36%)
				tir.HoistIfThenElse: 96us [4us] (0.00%; 7.33%)
					tir.InsertHoistIfThenElse: 19us [19us] (0.00%; 19.81%)
					tir.Simplify: 62us [62us] (0.00%; 64.50%)
					tir.RemoveNoOp: 11us [11us] (0.00%; 11.22%)
				tir.CommonSubexprElimTIR: 216us [216us] (0.00%; 16.48%)
			tir.BindParams: 6us [6us] (0.00%; 0.00%)
			sequential: 4221us [29us] (0.03%; 1.29%)
				tir.InjectPrefetch: 15us [15us] (0.00%; 0.37%)
				tir.TextureFlatten: 44us [44us] (0.00%; 1.04%)
				tir.StorageFlatten: 846us [25us] (0.01%; 20.05%)
					tir.StorageFlatten_impl: 822us [11us] (0.01%; 97.08%)
						tir.BufferShapeLegalize: 53us [53us] (0.00%; 6.48%)
						tir.BufferStrideLegalize: 47us [47us] (0.00%; 5.70%)
						tir.ThreadScopePropagate: 65us [65us] (0.00%; 7.87%)
						tir.BufferBindUnwrapper: 62us [62us] (0.00%; 7.60%)
						tir.ApplyLayoutTransforms: 6us [6us] (0.00%; 0.71%)
						tir.StorageFlattener: 540us [540us] (0.00%; 65.71%)
						tir.AssertSimplifier: 38us [38us] (0.00%; 4.60%)
				tir.LowerCrossThreadReduction: 6us [6us] (0.00%; 0.14%)
				tir.LowerInitBlock: 6us [6us] (0.00%; 0.14%)
				tir.PlanAndUpdateBufferAllocationLocation: 4us [4us] (0.00%; 0.10%)
				tir.ConvertBlocksToOpaque: 4us [4us] (0.00%; 0.10%)
				tir.UnifyThreadBinding: 4us [4us] (0.00%; 0.10%)
				tir.ManifestSharedMemoryLocalStage: 8us [8us] (0.00%; 0.19%)
				tir.CompactBufferAllocation: 4us [4us] (0.00%; 0.10%)
				tir.LowerMatchBuffer: 29us [29us] (0.00%; 0.68%)
				tir.InjectSoftwarePipeline: 38us [38us] (0.00%; 0.89%)
				tir.LowerOpaqueBlock: 4us [4us] (0.00%; 0.11%)
				tir.FlattenBuffer: 4us [4us] (0.00%; 0.10%)
				tir.BF16Legalize: 48us [5us] (0.00%; 1.14%)
					tir.BF16Promote: 14us [14us] (0.00%; 28.40%)
					tir.BF16CastElimination: 11us [11us] (0.00%; 23.73%)
					tir.BF16TypeLowering: 18us [18us] (0.00%; 37.73%)
				tir.NarrowDataType: 168us [168us] (0.00%; 3.98%)
				tir.Simplify: 400us [400us] (0.00%; 9.47%)
				tir.LoopPartition: 31us [31us] (0.00%; 0.74%)
				tir.VectorizeLoop: 29us [29us] (0.00%; 0.68%)
				tir.InjectVirtualThread: 31us [31us] (0.00%; 0.73%)
				tir.InjectDoubleBuffer: 7us [7us] (0.00%; 0.17%)
				tir.StorageRewrite: 91us [91us] (0.00%; 2.15%)
				tir.LowerVtcmAlloc: 11us [11us] (0.00%; 0.25%)
				tir.UnrollLoop: 64us [64us] (0.00%; 1.51%)
				tir.RenormalizeSplitPattern: 94us [94us] (0.00%; 2.22%)
				tir.Simplify: 193us [193us] (0.00%; 4.56%)
				tir.RemoveNoOp: 22us [22us] (0.00%; 0.51%)
				tir.RewriteUnsafeSelect: 12us [12us] (0.00%; 0.28%)
				tir.HoistIfThenElse: 205us [5us] (0.00%; 4.85%)
					tir.InsertHoistIfThenElse: 42us [42us] (0.00%; 20.69%)
					tir.Simplify: 142us [142us] (0.00%; 69.28%)
					tir.RemoveNoOp: 16us [16us] (0.00%; 7.81%)
				tir.CommonSubexprElimTIR: 1772us [1772us] (0.01%; 41.98%)
			tir.BindParams: 10us [10us] (0.00%; 0.00%)
			sequential: 3343us [23us] (0.02%; 1.02%)
				tir.InjectPrefetch: 13us [13us] (0.00%; 0.40%)
				tir.TextureFlatten: 43us [43us] (0.00%; 1.27%)
				tir.StorageFlatten: 1116us [23us] (0.01%; 33.39%)
					tir.StorageFlatten_impl: 1094us [8us] (0.01%; 97.98%)
						tir.BufferShapeLegalize: 51us [51us] (0.00%; 4.62%)
						tir.BufferStrideLegalize: 42us [42us] (0.00%; 3.82%)
						tir.ThreadScopePropagate: 34us [34us] (0.00%; 3.10%)
						tir.BufferBindUnwrapper: 72us [72us] (0.00%; 6.60%)
						tir.ApplyLayoutTransforms: 4us [4us] (0.00%; 0.36%)
						tir.StorageFlattener: 871us [871us] (0.01%; 79.60%)
						tir.AssertSimplifier: 13us [13us] (0.00%; 1.17%)
				tir.LowerCrossThreadReduction: 5us [5us] (0.00%; 0.16%)
				tir.LowerInitBlock: 5us [5us] (0.00%; 0.16%)
				tir.PlanAndUpdateBufferAllocationLocation: 4us [4us] (0.00%; 0.12%)
				tir.ConvertBlocksToOpaque: 4us [4us] (0.00%; 0.12%)
				tir.UnifyThreadBinding: 4us [4us] (0.00%; 0.12%)
				tir.ManifestSharedMemoryLocalStage: 6us [6us] (0.00%; 0.18%)
				tir.CompactBufferAllocation: 4us [4us] (0.00%; 0.13%)
				tir.LowerMatchBuffer: 16us [16us] (0.00%; 0.49%)
				tir.InjectSoftwarePipeline: 21us [21us] (0.00%; 0.64%)
				tir.LowerOpaqueBlock: 4us [4us] (0.00%; 0.13%)
				tir.FlattenBuffer: 4us [4us] (0.00%; 0.12%)
				tir.BF16Legalize: 34us [4us] (0.00%; 1.02%)
					tir.BF16Promote: 9us [9us] (0.00%; 27.11%)
					tir.BF16CastElimination: 8us [8us] (0.00%; 23.89%)
					tir.BF16TypeLowering: 12us [12us] (0.00%; 36.11%)
				tir.NarrowDataType: 95us [95us] (0.00%; 2.85%)
				tir.Simplify: 202us [202us] (0.00%; 6.04%)
				tir.LoopPartition: 19us [19us] (0.00%; 0.56%)
				tir.VectorizeLoop: 19us [19us] (0.00%; 0.55%)
				tir.InjectVirtualThread: 16us [16us] (0.00%; 0.46%)
				tir.InjectDoubleBuffer: 7us [7us] (0.00%; 0.20%)
				tir.StorageRewrite: 41us [41us] (0.00%; 1.23%)
				tir.LowerVtcmAlloc: 7us [7us] (0.00%; 0.19%)
				tir.UnrollLoop: 9us [9us] (0.00%; 0.27%)
				tir.RenormalizeSplitPattern: 84us [84us] (0.00%; 2.52%)
				tir.Simplify: 144us [144us] (0.00%; 4.31%)
				tir.RemoveNoOp: 15us [15us] (0.00%; 0.45%)
				tir.RewriteUnsafeSelect: 36us [36us] (0.00%; 1.09%)
				tir.HoistIfThenElse: 129us [5us] (0.00%; 3.86%)
					tir.InsertHoistIfThenElse: 25us [25us] (0.00%; 19.67%)
					tir.Simplify: 87us [87us] (0.00%; 67.77%)
					tir.RemoveNoOp: 11us [11us] (0.00%; 8.44%)
				tir.CommonSubexprElimTIR: 1212us [1212us] (0.01%; 36.26%)
			tir.BindParams: 9us [9us] (0.00%; 0.00%)
			sequential: 12876us [23us] (0.08%; 3.94%)
				tir.InjectPrefetch: 47us [47us] (0.00%; 0.37%)
