sequential: 14842512us [218us] (94.83%; 94.83%)
		InferType: 25902us [25902us] (0.17%; 71.79%)
	InferType: 32346us [32346us] (0.21%; 0.22%)
	FlattenAtrousConv: 36687us [10148us] (0.23%; 0.25%)
		InferType: 26539us [26539us] (0.17%; 72.34%)
	InferType: 28002us [28002us] (0.18%; 0.19%)
	InferType: 27556us [27556us] (0.18%; 0.19%)
	AlterOpLayout: 260663us [227889us] (1.67%; 1.76%)
		InferType: 32774us [32774us] (0.21%; 12.57%)
	FoldConstant: 2973514us [2948064us] (19.00%; 20.03%)
		InferType: 25450us [25450us] (0.16%; 0.86%)
	InferType: 27252us [27252us] (0.17%; 0.18%)
	SplitArgs: 38964us [9756us] (0.25%; 0.26%)
		InferType: 29208us [29208us] (0.19%; 74.96%)
	PlanDevices: 108452us [15us] (0.69%; 0.73%)
		PlanDevicesRewrite: 36070us [9798us] (0.23%; 33.26%)
			InferType: 26271us [26271us] (0.17%; 72.84%)
		PlanDevicesCore: 72367us [72367us] (0.46%; 66.73%)
	InferType: 29023us [29023us] (0.19%; 0.20%)
	FuseOps: 81633us [25089us] (0.52%; 0.55%)
		InferType: 56544us [56544us] (0.36%; 69.27%)
InferType: 66217us [66217us] (0.42%; 0.42%)
InlineGlobals: 1813us [1813us] (0.01%; 0.01%)
InferType: 56327us [56327us] (0.36%; 0.36%)
LabelOps: 160615us [104970us] (1.03%; 1.03%)
	InferType: 55645us [55645us] (0.36%; 34.64%)
AnnotateMemoryScope: 72604us [16449us] (0.46%; 0.46%)
	InferType: 56156us [56156us] (0.36%; 77.34%)
sequential: 421013us [32us] (2.69%; 2.69%)
	RelayToTIRTargetHook: 2007us [2007us] (0.01%; 0.48%)
	InferType: 56368us [56368us] (0.36%; 13.39%)
	LowerTE: 332788us [1752us] (2.13%; 79.04%)
		LowerTensorExpr: 331037us [210373us] (2.12%; 99.47%)
			sequential: 1517us [20us] (0.01%; 0.46%)
				tir.InjectPrefetch: 13us [13us] (0.00%; 0.84%)
				tir.TextureFlatten: 20us [20us] (0.00%; 1.30%)
				tir.StorageFlatten: 247us [19us] (0.00%; 16.32%)
					tir.StorageFlatten_impl: 228us [7us] (0.00%; 92.32%)
						tir.BufferShapeLegalize: 26us [26us] (0.00%; 11.43%)
						tir.BufferStrideLegalize: 19us [19us] (0.00%; 8.23%)
						tir.ThreadScopePropagate: 10us [10us] (0.00%; 4.27%)
						tir.BufferBindUnwrapper: 17us [17us] (0.00%; 7.26%)
						tir.ApplyLayoutTransforms: 3us [3us] (0.00%; 1.46%)
						tir.StorageFlattener: 136us [136us] (0.00%; 59.69%)
						tir.AssertSimplifier: 10us [10us] (0.00%; 4.57%)
				tir.LowerCrossThreadReduction: 4us [4us] (0.00%; 0.29%)
				tir.LowerInitBlock: 5us [5us] (0.00%; 0.30%)
				tir.PlanAndUpdateBufferAllocationLocation: 4us [4us] (0.00%; 0.26%)
				tir.ConvertBlocksToOpaque: 4us [4us] (0.00%; 0.27%)
				tir.UnifyThreadBinding: 4us [4us] (0.00%; 0.25%)
				tir.ManifestSharedMemoryLocalStage: 6us [6us] (0.00%; 0.38%)
				tir.CompactBufferAllocation: 4us [4us] (0.00%; 0.27%)
				tir.LowerMatchBuffer: 13us [13us] (0.00%; 0.87%)
				tir.InjectSoftwarePipeline: 17us [17us] (0.00%; 1.14%)
				tir.LowerOpaqueBlock: 4us [4us] (0.00%; 0.26%)
				tir.FlattenBuffer: 4us [4us] (0.00%; 0.25%)
				tir.BF16Legalize: 30us [4us] (0.00%; 1.98%)
					tir.BF16Promote: 8us [8us] (0.00%; 26.80%)
					tir.BF16CastElimination: 6us [6us] (0.00%; 20.65%)
					tir.BF16TypeLowering: 12us [12us] (0.00%; 39.39%)
				tir.NarrowDataType: 62us [62us] (0.00%; 4.10%)
				tir.Simplify: 164us [164us] (0.00%; 10.84%)
				tir.LoopPartition: 19us [19us] (0.00%; 1.26%)
				tir.VectorizeLoop: 43us [43us] (0.00%; 2.84%)
				tir.InjectVirtualThread: 14us [14us] (0.00%; 0.93%)
				tir.InjectDoubleBuffer: 6us [6us] (0.00%; 0.41%)
				tir.StorageRewrite: 43us [43us] (0.00%; 2.82%)
				tir.LowerVtcmAlloc: 6us [6us] (0.00%; 0.39%)
				tir.UnrollLoop: 8us [8us] (0.00%; 0.55%)
				tir.RenormalizeSplitPattern: 52us [52us] (0.00%; 3.40%)
				tir.Simplify: 81us [81us] (0.00%; 5.32%)
				tir.RemoveNoOp: 12us [12us] (0.00%; 0.80%)
				tir.RewriteUnsafeSelect: 6us [6us] (0.00%; 0.39%)
				tir.HoistIfThenElse: 169us [5us] (0.00%; 11.16%)
					tir.InsertHoistIfThenElse: 53us [53us] (0.00%; 31.11%)
					tir.Simplify: 102us [102us] (0.00%; 60.28%)
					tir.RemoveNoOp: 10us [10us] (0.00%; 5.90%)
				tir.CommonSubexprElimTIR: 432us [432us] (0.00%; 28.47%)
			tir.BindParams: 10us [10us] (0.00%; 0.00%)
			sequential: 1143us [23us] (0.01%; 0.35%)
				tir.InjectPrefetch: 10us [10us] (0.00%; 0.89%)
				tir.TextureFlatten: 22us [22us] (0.00%; 1.95%)
				tir.StorageFlatten: 267us [21us] (0.00%; 23.36%)
					tir.StorageFlatten_impl: 246us [8us] (0.00%; 92.14%)
						tir.BufferShapeLegalize: 33us [33us] (0.00%; 13.57%)
						tir.BufferStrideLegalize: 54us [54us] (0.00%; 22.01%)
						tir.ThreadScopePropagate: 16us [16us] (0.00%; 6.43%)
						tir.BufferBindUnwrapper: 19us [19us] (0.00%; 7.60%)
						tir.ApplyLayoutTransforms: 3us [3us] (0.00%; 1.36%)
						tir.StorageFlattener: 102us [102us] (0.00%; 41.44%)
						tir.AssertSimplifier: 11us [11us] (0.00%; 4.51%)
				tir.LowerCrossThreadReduction: 4us [4us] (0.00%; 0.37%)
				tir.LowerInitBlock: 4us [4us] (0.00%; 0.39%)
				tir.PlanAndUpdateBufferAllocationLocation: 4us [4us] (0.00%; 0.31%)
				tir.ConvertBlocksToOpaque: 4us [4us] (0.00%; 0.32%)
				tir.UnifyThreadBinding: 4us [4us] (0.00%; 0.32%)
				tir.ManifestSharedMemoryLocalStage: 6us [6us] (0.00%; 0.52%)
				tir.CompactBufferAllocation: 4us [4us] (0.00%; 0.33%)
				tir.LowerMatchBuffer: 12us [12us] (0.00%; 1.08%)
				tir.InjectSoftwarePipeline: 16us [16us] (0.00%; 1.42%)
				tir.LowerOpaqueBlock: 4us [4us] (0.00%; 0.35%)
				tir.FlattenBuffer: 4us [4us] (0.00%; 0.33%)
				tir.BF16Legalize: 26us [4us] (0.00%; 2.28%)
					tir.BF16Promote: 7us [7us] (0.00%; 25.80%)
					tir.BF16CastElimination: 6us [6us] (0.00%; 22.39%)
					tir.BF16TypeLowering: 9us [9us] (0.00%; 35.86%)
				tir.NarrowDataType: 42us [42us] (0.00%; 3.67%)
				tir.Simplify: 97us [97us] (0.00%; 8.50%)
				tir.LoopPartition: 17us [17us] (0.00%; 1.47%)
				tir.VectorizeLoop: 4us [4us] (0.00%; 0.37%)
				tir.InjectVirtualThread: 15us [15us] (0.00%; 1.35%)
				tir.InjectDoubleBuffer: 5us [5us] (0.00%; 0.47%)
				tir.StorageRewrite: 51us [51us] (0.00%; 4.48%)
				tir.LowerVtcmAlloc: 6us [6us] (0.00%; 0.54%)
				tir.UnrollLoop: 9us [9us] (0.00%; 0.78%)
				tir.RenormalizeSplitPattern: 71us [71us] (0.00%; 6.24%)
				tir.Simplify: 101us [101us] (0.00%; 8.81%)
				tir.RemoveNoOp: 16us [16us] (0.00%; 1.38%)
				tir.RewriteUnsafeSelect: 5us [5us] (0.00%; 0.47%)
				tir.HoistIfThenElse: 142us [5us] (0.00%; 12.43%)
					tir.InsertHoistIfThenElse: 24us [24us] (0.00%; 17.24%)
					tir.Simplify: 99us [99us] (0.00%; 69.72%)
					tir.RemoveNoOp: 13us [13us] (0.00%; 9.39%)
				tir.CommonSubexprElimTIR: 146us [146us] (0.00%; 12.79%)
			tir.BindParams: 6us [6us] (0.00%; 0.00%)
			sequential: 1352us [38us] (0.01%; 0.41%)
				tir.InjectPrefetch: 12us [12us] (0.00%; 0.92%)
				tir.TextureFlatten: 28us [28us] (0.00%; 2.05%)
				tir.StorageFlatten: 269us [23us] (0.00%; 19.91%)
					tir.StorageFlatten_impl: 246us [7us] (0.00%; 91.48%)
						tir.BufferShapeLegalize: 41us [41us] (0.00%; 16.64%)
						tir.BufferStrideLegalize: 26us [26us] (0.00%; 10.62%)
						tir.ThreadScopePropagate: 19us [19us] (0.00%; 7.80%)
						tir.BufferBindUnwrapper: 23us [23us] (0.00%; 9.37%)
						tir.ApplyLayoutTransforms: 4us [4us] (0.00%; 1.49%)
						tir.StorageFlattener: 114us [114us] (0.00%; 46.48%)
						tir.AssertSimplifier: 12us [12us] (0.00%; 4.70%)
				tir.LowerCrossThreadReduction: 5us [5us] (0.00%; 0.35%)
				tir.LowerInitBlock: 5us [5us] (0.00%; 0.38%)
				tir.PlanAndUpdateBufferAllocationLocation: 4us [4us] (0.00%; 0.31%)
				tir.ConvertBlocksToOpaque: 4us [4us] (0.00%; 0.30%)
				tir.UnifyThreadBinding: 4us [4us] (0.00%; 0.31%)
				tir.ManifestSharedMemoryLocalStage: 7us [7us] (0.00%; 0.49%)
				tir.CompactBufferAllocation: 4us [4us] (0.00%; 0.32%)
				tir.LowerMatchBuffer: 14us [14us] (0.00%; 1.00%)
				tir.InjectSoftwarePipeline: 19us [19us] (0.00%; 1.44%)
				tir.LowerOpaqueBlock: 4us [4us] (0.00%; 0.30%)
				tir.FlattenBuffer: 4us [4us] (0.00%; 0.30%)
				tir.BF16Legalize: 32us [4us] (0.00%; 2.33%)
					tir.BF16Promote: 8us [8us] (0.00%; 25.98%)
					tir.BF16CastElimination: 7us [7us] (0.00%; 22.00%)
					tir.BF16TypeLowering: 12us [12us] (0.00%; 38.36%)
				tir.NarrowDataType: 49us [49us] (0.00%; 3.63%)
				tir.Simplify: 118us [118us] (0.00%; 8.73%)
				tir.LoopPartition: 19us [19us] (0.00%; 1.38%)
				tir.VectorizeLoop: 5us [5us] (0.00%; 0.35%)
				tir.InjectVirtualThread: 18us [18us] (0.00%; 1.32%)
				tir.InjectDoubleBuffer: 6us [6us] (0.00%; 0.46%)
				tir.StorageRewrite: 60us [60us] (0.00%; 4.44%)
				tir.LowerVtcmAlloc: 8us [8us] (0.00%; 0.58%)
				tir.UnrollLoop: 10us [10us] (0.00%; 0.75%)
				tir.RenormalizeSplitPattern: 77us [77us] (0.00%; 5.66%)
				tir.Simplify: 94us [94us] (0.00%; 6.96%)
				tir.RemoveNoOp: 17us [17us] (0.00%; 1.27%)
				tir.RewriteUnsafeSelect: 32us [32us] (0.00%; 2.37%)
				tir.HoistIfThenElse: 140us [5us] (0.00%; 10.32%)
					tir.InsertHoistIfThenElse: 29us [29us] (0.00%; 20.74%)
					tir.Simplify: 91us [91us] (0.00%; 65.30%)
					tir.RemoveNoOp: 15us [15us] (0.00%; 10.55%)
				tir.CommonSubexprElimTIR: 246us [246us] (0.00%; 18.22%)
			tir.BindParams: 7us [7us] (0.00%; 0.00%)
			sequential: 1467us [21us] (0.01%; 0.44%)
				tir.InjectPrefetch: 14us [14us] (0.00%; 0.97%)
				tir.TextureFlatten: 24us [24us] (0.00%; 1.62%)
				tir.StorageFlatten: 251us [22us] (0.00%; 17.10%)
					tir.StorageFlatten_impl: 229us [7us] (0.00%; 91.38%)
						tir.BufferShapeLegalize: 35us [35us] (0.00%; 15.09%)
						tir.BufferStrideLegalize: 25us [25us] (0.00%; 10.73%)
						tir.ThreadScopePropagate: 12us [12us] (0.00%; 5.39%)
						tir.BufferBindUnwrapper: 20us [20us] (0.00%; 8.82%)
						tir.ApplyLayoutTransforms: 3us [3us] (0.00%; 1.47%)
						tir.StorageFlattener: 116us [116us] (0.00%; 50.71%)
						tir.AssertSimplifier: 11us [11us] (0.00%; 4.68%)
				tir.LowerCrossThreadReduction: 4us [4us] (0.00%; 0.30%)
				tir.LowerInitBlock: 5us [5us] (0.00%; 0.34%)
				tir.PlanAndUpdateBufferAllocationLocation: 4us [4us] (0.00%; 0.26%)
				tir.ConvertBlocksToOpaque: 4us [4us] (0.00%; 0.27%)
				tir.UnifyThreadBinding: 4us [4us] (0.00%; 0.25%)
				tir.ManifestSharedMemoryLocalStage: 6us [6us] (0.00%; 0.39%)
				tir.CompactBufferAllocation: 4us [4us] (0.00%; 0.26%)
				tir.LowerMatchBuffer: 14us [14us] (0.00%; 0.96%)
				tir.InjectSoftwarePipeline: 21us [21us] (0.00%; 1.45%)
				tir.LowerOpaqueBlock: 4us [4us] (0.00%; 0.26%)
				tir.FlattenBuffer: 4us [4us] (0.00%; 0.25%)
				tir.BF16Legalize: 34us [4us] (0.00%; 2.32%)
					tir.BF16Promote: 9us [9us] (0.00%; 25.78%)
					tir.BF16CastElimination: 7us [7us] (0.00%; 20.85%)
					tir.BF16TypeLowering: 14us [14us] (0.00%; 41.86%)
				tir.NarrowDataType: 59us [59us] (0.00%; 4.03%)
				tir.Simplify: 139us [139us] (0.00%; 9.47%)
				tir.LoopPartition: 19us [19us] (0.00%; 1.29%)
				tir.VectorizeLoop: 24us [24us] (0.00%; 1.65%)
				tir.InjectVirtualThread: 17us [17us] (0.00%; 1.19%)
				tir.InjectDoubleBuffer: 7us [7us] (0.00%; 0.45%)
				tir.StorageRewrite: 54us [54us] (0.00%; 3.68%)
				tir.LowerVtcmAlloc: 7us [7us] (0.00%; 0.47%)
				tir.UnrollLoop: 10us [10us] (0.00%; 0.65%)
				tir.RenormalizeSplitPattern: 60us [60us] (0.00%; 4.06%)
				tir.Simplify: 79us [79us] (0.00%; 5.37%)
				tir.RemoveNoOp: 12us [12us] (0.00%; 0.81%)
				tir.RewriteUnsafeSelect: 7us [7us] (0.00%; 0.45%)
				tir.HoistIfThenElse: 116us [4us] (0.00%; 7.89%)
					tir.InsertHoistIfThenElse: 25us [25us] (0.00%; 21.57%)
					tir.Simplify: 77us [77us] (0.00%; 66.15%)
					tir.RemoveNoOp: 10us [10us] (0.00%; 8.63%)
				tir.CommonSubexprElimTIR: 442us [442us] (0.00%; 30.15%)
			tir.BindParams: 7us [7us] (0.00%; 0.00%)
			sequential: 1432us [38us] (0.01%; 0.43%)
				tir.InjectPrefetch: 11us [11us] (0.00%; 0.75%)
				tir.TextureFlatten: 16us [16us] (0.00%; 1.14%)
				tir.StorageFlatten: 340us [19us] (0.00%; 23.72%)
					tir.StorageFlatten_impl: 321us [7us] (0.00%; 94.37%)
						tir.BufferShapeLegalize: 20us [20us] (0.00%; 6.21%)
						tir.BufferStrideLegalize: 15us [15us] (0.00%; 4.64%)
						tir.ThreadScopePropagate: 8us [8us] (0.00%; 2.37%)
						tir.BufferBindUnwrapper: 14us [14us] (0.00%; 4.44%)
						tir.ApplyLayoutTransforms: 3us [3us] (0.00%; 0.99%)
						tir.StorageFlattener: 243us [243us] (0.00%; 75.81%)
						tir.AssertSimplifier: 11us [11us] (0.00%; 3.30%)
				tir.LowerCrossThreadReduction: 4us [4us] (0.00%; 0.28%)
				tir.LowerInitBlock: 4us [4us] (0.00%; 0.31%)
				tir.PlanAndUpdateBufferAllocationLocation: 4us [4us] (0.00%; 0.25%)
				tir.ConvertBlocksToOpaque: 4us [4us] (0.00%; 0.24%)
				tir.UnifyThreadBinding: 4us [4us] (0.00%; 0.25%)
				tir.ManifestSharedMemoryLocalStage: 6us [6us] (0.00%; 0.39%)
				tir.CompactBufferAllocation: 4us [4us] (0.00%; 0.29%)
				tir.LowerMatchBuffer: 16us [16us] (0.00%; 1.12%)
				tir.InjectSoftwarePipeline: 65us [65us] (0.00%; 4.57%)
				tir.LowerOpaqueBlock: 11us [11us] (0.00%; 0.75%)
				tir.FlattenBuffer: 6us [6us] (0.00%; 0.41%)
				tir.BF16Legalize: 56us [6us] (0.00%; 3.88%)
					tir.BF16Promote: 11us [11us] (0.00%; 18.96%)
					tir.BF16CastElimination: 8us [8us] (0.00%; 14.41%)
					tir.BF16TypeLowering: 31us [31us] (0.00%; 55.52%)
				tir.NarrowDataType: 107us [107us] (0.00%; 7.48%)
				tir.Simplify: 202us [202us] (0.00%; 14.09%)
				tir.LoopPartition: 16us [16us] (0.00%; 1.13%)
				tir.VectorizeLoop: 14us [14us] (0.00%; 1.00%)
				tir.InjectVirtualThread: 13us [13us] (0.00%; 0.89%)
				tir.InjectDoubleBuffer: 5us [5us] (0.00%; 0.38%)
				tir.StorageRewrite: 27us [27us] (0.00%; 1.91%)
				tir.LowerVtcmAlloc: 5us [5us] (0.00%; 0.34%)
				tir.UnrollLoop: 7us [7us] (0.00%; 0.47%)
				tir.RenormalizeSplitPattern: 56us [56us] (0.00%; 3.93%)
				tir.Simplify: 60us [60us] (0.00%; 4.21%)
				tir.RemoveNoOp: 13us [13us] (0.00%; 0.90%)
				tir.RewriteUnsafeSelect: 5us [5us] (0.00%; 0.32%)
				tir.HoistIfThenElse: 96us [5us] (0.00%; 6.68%)
					tir.InsertHoistIfThenElse: 19us [19us] (0.00%; 19.87%)
					tir.Simplify: 61us [61us] (0.00%; 64.12%)
					tir.RemoveNoOp: 10us [10us] (0.00%; 10.76%)
				tir.CommonSubexprElimTIR: 219us [219us] (0.00%; 15.28%)
			tir.BindParams: 7us [7us] (0.00%; 0.00%)
			sequential: 4265us [22us] (0.03%; 1.29%)
				tir.InjectPrefetch: 19us [19us] (0.00%; 0.44%)
				tir.TextureFlatten: 78us [78us] (0.00%; 1.84%)
				tir.StorageFlatten: 689us [25us] (0.00%; 16.16%)
					tir.StorageFlatten_impl: 664us [8us] (0.00%; 96.32%)
						tir.BufferShapeLegalize: 59us [59us] (0.00%; 8.87%)
						tir.BufferStrideLegalize: 50us [50us] (0.00%; 7.61%)
						tir.ThreadScopePropagate: 28us [28us] (0.00%; 4.25%)
						tir.BufferBindUnwrapper: 46us [46us] (0.00%; 6.92%)
						tir.ApplyLayoutTransforms: 4us [4us] (0.00%; 0.54%)
						tir.StorageFlattener: 442us [442us] (0.00%; 66.58%)
						tir.AssertSimplifier: 27us [27us] (0.00%; 4.00%)
				tir.LowerCrossThreadReduction: 5us [5us] (0.00%; 0.13%)
				tir.LowerInitBlock: 5us [5us] (0.00%; 0.13%)
				tir.PlanAndUpdateBufferAllocationLocation: 4us [4us] (0.00%; 0.11%)
				tir.ConvertBlocksToOpaque: 4us [4us] (0.00%; 0.10%)
				tir.UnifyThreadBinding: 4us [4us] (0.00%; 0.10%)
				tir.ManifestSharedMemoryLocalStage: 8us [8us] (0.00%; 0.18%)
				tir.CompactBufferAllocation: 4us [4us] (0.00%; 0.10%)
				tir.LowerMatchBuffer: 30us [30us] (0.00%; 0.70%)
				tir.InjectSoftwarePipeline: 35us [35us] (0.00%; 0.82%)
				tir.LowerOpaqueBlock: 4us [4us] (0.00%; 0.10%)
				tir.FlattenBuffer: 4us [4us] (0.00%; 0.09%)
				tir.BF16Legalize: 47us [4us] (0.00%; 1.11%)
					tir.BF16Promote: 13us [13us] (0.00%; 28.26%)
					tir.BF16CastElimination: 12us [12us] (0.00%; 25.01%)
					tir.BF16TypeLowering: 18us [18us] (0.00%; 37.77%)
				tir.NarrowDataType: 166us [166us] (0.00%; 3.89%)
				tir.Simplify: 361us [361us] (0.00%; 8.46%)
				tir.LoopPartition: 31us [31us] (0.00%; 0.72%)
				tir.VectorizeLoop: 30us [30us] (0.00%; 0.71%)
				tir.InjectVirtualThread: 33us [33us] (0.00%; 0.77%)
				tir.InjectDoubleBuffer: 7us [7us] (0.00%; 0.18%)
				tir.StorageRewrite: 91us [91us] (0.00%; 2.14%)
				tir.LowerVtcmAlloc: 11us [11us] (0.00%; 0.26%)
				tir.UnrollLoop: 66us [66us] (0.00%; 1.54%)
				tir.RenormalizeSplitPattern: 105us [105us] (0.00%; 2.46%)
				tir.Simplify: 211us [211us] (0.00%; 4.95%)
				tir.RemoveNoOp: 21us [21us] (0.00%; 0.50%)
				tir.RewriteUnsafeSelect: 12us [12us] (0.00%; 0.28%)
				tir.HoistIfThenElse: 225us [5us] (0.00%; 5.28%)
					tir.InsertHoistIfThenElse: 43us [43us] (0.00%; 19.07%)
					tir.Simplify: 160us [160us] (0.00%; 70.96%)
					tir.RemoveNoOp: 18us [18us] (0.00%; 7.81%)
				tir.CommonSubexprElimTIR: 1930us [1930us] (0.01%; 45.26%)
			tir.BindParams: 9us [9us] (0.00%; 0.00%)
			sequential: 3232us [40us] (0.02%; 0.98%)
				tir.InjectPrefetch: 13us [13us] (0.00%; 0.39%)
				tir.TextureFlatten: 42us [42us] (0.00%; 1.29%)
				tir.StorageFlatten: 1145us [22us] (0.01%; 35.44%)
					tir.StorageFlatten_impl: 1124us [8us] (0.01%; 98.12%)
						tir.BufferShapeLegalize: 47us [47us] (0.00%; 4.19%)
						tir.BufferStrideLegalize: 42us [42us] (0.00%; 3.72%)
						tir.ThreadScopePropagate: 33us [33us] (0.00%; 2.96%)
						tir.BufferBindUnwrapper: 40us [40us] (0.00%; 3.52%)
						tir.ApplyLayoutTransforms: 4us [4us] (0.00%; 0.32%)
						tir.StorageFlattener: 936us [936us] (0.01%; 83.29%)
						tir.AssertSimplifier: 14us [14us] (0.00%; 1.27%)
				tir.LowerCrossThreadReduction: 5us [5us] (0.00%; 0.16%)
				tir.LowerInitBlock: 5us [5us] (0.00%; 0.17%)
				tir.PlanAndUpdateBufferAllocationLocation: 4us [4us] (0.00%; 0.13%)
				tir.ConvertBlocksToOpaque: 4us [4us] (0.00%; 0.12%)
				tir.UnifyThreadBinding: 4us [4us] (0.00%; 0.12%)
				tir.ManifestSharedMemoryLocalStage: 6us [6us] (0.00%; 0.19%)
				tir.CompactBufferAllocation: 4us [4us] (0.00%; 0.13%)
				tir.LowerMatchBuffer: 16us [16us] (0.00%; 0.49%)
				tir.InjectSoftwarePipeline: 21us [21us] (0.00%; 0.66%)
				tir.LowerOpaqueBlock: 4us [4us] (0.00%; 0.13%)
				tir.FlattenBuffer: 4us [4us] (0.00%; 0.12%)
				tir.BF16Legalize: 35us [4us] (0.00%; 1.07%)
					tir.BF16Promote: 9us [9us] (0.00%; 27.22%)
					tir.BF16CastElimination: 8us [8us] (0.00%; 23.94%)
					tir.BF16TypeLowering: 13us [13us] (0.00%; 36.94%)
				tir.NarrowDataType: 92us [92us] (0.00%; 2.86%)
				tir.Simplify: 184us [184us] (0.00%; 5.68%)
				tir.LoopPartition: 19us [19us] (0.00%; 0.58%)
				tir.VectorizeLoop: 18us [18us] (0.00%; 0.56%)
				tir.InjectVirtualThread: 15us [15us] (0.00%; 0.47%)
				tir.InjectDoubleBuffer: 7us [7us] (0.00%; 0.21%)
				tir.StorageRewrite: 41us [41us] (0.00%; 1.27%)
				tir.LowerVtcmAlloc: 7us [7us] (0.00%; 0.21%)
				tir.UnrollLoop: 9us [9us] (0.00%; 0.27%)
				tir.RenormalizeSplitPattern: 65us [65us] (0.00%; 2.02%)
				tir.Simplify: 85us [85us] (0.00%; 2.63%)
				tir.RemoveNoOp: 14us [14us] (0.00%; 0.44%)
				tir.RewriteUnsafeSelect: 6us [6us] (0.00%; 0.19%)
				tir.HoistIfThenElse: 124us [4us] (0.00%; 3.84%)
					tir.InsertHoistIfThenElse: 24us [24us] (0.00%; 19.53%)
					tir.Simplify: 84us [84us] (0.00%; 67.57%)
					tir.RemoveNoOp: 12us [12us] (0.00%; 9.58%)
				tir.CommonSubexprElimTIR: 1194us [1194us] (0.01%; 36.94%)
			tir.BindParams: 8us [8us] (0.00%; 0.00%)
			sequential: 12354us [20us] (0.08%; 3.73%)
				tir.InjectPrefetch: 16us [16us] (0.00%; 0.13%)
