sequential: 10us [10us] (0.00%; 0.00%)
				tir.ConvertBlocksToOpaque: 29us [29us] (0.00%; 2.41%)
				tir.UnifyThreadBinding: 4us [4us] (0.00%; 0.32%)
				tir.ManifestSharedMemoryLocalStage: 7us [7us] (0.00%; 0.60%)
				tir.CompactBufferAllocation: 4us [4us] (0.00%; 0.34%)
				tir.LowerMatchBuffer: 14us [14us] (0.00%; 1.20%)
				tir.InjectSoftwarePipeline: 18us [18us] (0.00%; 1.53%)
				tir.LowerOpaqueBlock: 4us [4us] (0.00%; 0.34%)
				tir.FlattenBuffer: 4us [4us] (0.00%; 0.34%)
				tir.BF16Legalize: 28us [5us] (0.00%; 2.32%)
					tir.BF16Promote: 7us [7us] (0.00%; 24.99%)
					tir.BF16CastElimination: 6us [6us] (0.00%; 21.10%)
					tir.BF16TypeLowering: 10us [10us] (0.00%; 37.60%)
				tir.NarrowDataType: 69us [69us] (0.00%; 5.78%)
				tir.Simplify: 108us [108us] (0.00%; 8.99%)
				tir.LoopPartition: 18us [18us] (0.00%; 1.53%)
				tir.VectorizeLoop: 4us [4us] (0.00%; 0.37%)
				tir.InjectVirtualThread: 16us [16us] (0.00%; 1.34%)
				tir.InjectDoubleBuffer: 6us [6us] (0.00%; 0.50%)
				tir.StorageRewrite: 59us [59us] (0.00%; 4.89%)
				tir.LowerVtcmAlloc: 6us [6us] (0.00%; 0.54%)
				tir.UnrollLoop: 10us [10us] (0.00%; 0.83%)
				tir.RenormalizeSplitPattern: 73us [73us] (0.00%; 6.06%)
				tir.Simplify: 76us [76us] (0.00%; 6.32%)
				tir.RemoveNoOp: 17us [17us] (0.00%; 1.40%)
				tir.RewriteUnsafeSelect: 5us [5us] (0.00%; 0.45%)
				tir.HoistIfThenElse: 121us [5us] (0.00%; 10.07%)
					tir.InsertHoistIfThenElse: 27us [27us] (0.00%; 22.26%)
					tir.Simplify: 75us [75us] (0.00%; 62.32%)
					tir.RemoveNoOp: 14us [14us] (0.00%; 11.33%)
				tir.CommonSubexprElimTIR: 152us [152us] (0.00%; 12.64%)
			tir.BindParams: 7us [7us] (0.00%; 0.00%)
			sequential: 1461us [36us] (0.01%; 0.35%)
				tir.InjectPrefetch: 12us [12us] (0.00%; 0.81%)
				tir.TextureFlatten: 26us [26us] (0.00%; 1.77%)
				tir.StorageFlatten: 257us [21us] (0.00%; 17.56%)
					tir.StorageFlatten_impl: 236us [7us] (0.00%; 91.93%)
						tir.BufferShapeLegalize: 39us [39us] (0.00%; 16.63%)
						tir.BufferStrideLegalize: 26us [26us] (0.00%; 10.85%)
						tir.ThreadScopePropagate: 18us [18us] (0.00%; 7.81%)
						tir.BufferBindUnwrapper: 22us [22us] (0.00%; 9.38%)
						tir.ApplyLayoutTransforms: 4us [4us] (0.00%; 1.53%)
						tir.StorageFlattener: 109us [109us] (0.00%; 46.15%)
						tir.AssertSimplifier: 11us [11us] (0.00%; 4.62%)
				tir.LowerCrossThreadReduction: 5us [5us] (0.00%; 0.31%)
				tir.LowerInitBlock: 5us [5us] (0.00%; 0.32%)
				tir.PlanAndUpdateBufferAllocationLocation: 4us [4us] (0.00%; 0.27%)
				tir.ConvertBlocksToOpaque: 4us [4us] (0.00%; 0.25%)
				tir.UnifyThreadBinding: 4us [4us] (0.00%; 0.25%)
				tir.ManifestSharedMemoryLocalStage: 6us [6us] (0.00%; 0.42%)
				tir.CompactBufferAllocation: 4us [4us] (0.00%; 0.27%)
				tir.LowerMatchBuffer: 14us [14us] (0.00%; 0.93%)
				tir.InjectSoftwarePipeline: 19us [19us] (0.00%; 1.30%)
				tir.LowerOpaqueBlock: 4us [4us] (0.00%; 0.27%)
				tir.FlattenBuffer: 4us [4us] (0.00%; 0.25%)
				tir.BF16Legalize: 113us [7us] (0.00%; 7.70%)
					tir.BF16Promote: 8us [8us] (0.00%; 7.45%)
					tir.BF16CastElimination: 54us [54us] (0.00%; 48.26%)
					tir.BF16TypeLowering: 43us [43us] (0.00%; 38.36%)
				tir.NarrowDataType: 70us [70us] (0.00%; 4.82%)
				tir.Simplify: 165us [165us] (0.00%; 11.27%)
				tir.LoopPartition: 20us [20us] (0.00%; 1.35%)
				tir.VectorizeLoop: 4us [4us] (0.00%; 0.30%)
				tir.InjectVirtualThread: 19us [19us] (0.00%; 1.32%)
				tir.InjectDoubleBuffer: 7us [7us] (0.00%; 0.45%)
				tir.StorageRewrite: 68us [68us] (0.00%; 4.67%)
				tir.LowerVtcmAlloc: 8us [8us] (0.00%; 0.52%)
				tir.UnrollLoop: 11us [11us] (0.00%; 0.74%)
				tir.RenormalizeSplitPattern: 76us [76us] (0.00%; 5.22%)
				tir.Simplify: 88us [88us] (0.00%; 6.04%)
				tir.RemoveNoOp: 18us [18us] (0.00%; 1.20%)
				tir.RewriteUnsafeSelect: 7us [7us] (0.00%; 0.46%)
				tir.HoistIfThenElse: 138us [5us] (0.00%; 9.43%)
					tir.InsertHoistIfThenElse: 30us [30us] (0.00%; 21.83%)
					tir.Simplify: 88us [88us] (0.00%; 63.74%)
					tir.RemoveNoOp: 14us [14us] (0.00%; 10.46%)
				tir.CommonSubexprElimTIR: 250us [250us] (0.00%; 17.09%)
			tir.BindParams: 8us [8us] (0.00%; 0.00%)
			sequential: 1652us [22us] (0.01%; 0.39%)
				tir.InjectPrefetch: 15us [15us] (0.00%; 0.88%)
				tir.TextureFlatten: 23us [23us] (0.00%; 1.42%)
				tir.StorageFlatten: 250us [23us] (0.00%; 15.12%)
					tir.StorageFlatten_impl: 227us [7us] (0.00%; 90.82%)
						tir.BufferShapeLegalize: 35us [35us] (0.00%; 15.40%)
						tir.BufferStrideLegalize: 25us [25us] (0.00%; 11.09%)
						tir.ThreadScopePropagate: 13us [13us] (0.00%; 5.66%)
						tir.BufferBindUnwrapper: 20us [20us] (0.00%; 8.90%)
						tir.ApplyLayoutTransforms: 4us [4us] (0.00%; 1.60%)
						tir.StorageFlattener: 112us [112us] (0.00%; 49.54%)
						tir.AssertSimplifier: 10us [10us] (0.00%; 4.62%)
				tir.LowerCrossThreadReduction: 5us [5us] (0.00%; 0.29%)
				tir.LowerInitBlock: 5us [5us] (0.00%; 0.30%)
				tir.PlanAndUpdateBufferAllocationLocation: 4us [4us] (0.00%; 0.25%)
				tir.ConvertBlocksToOpaque: 4us [4us] (0.00%; 0.24%)
				tir.UnifyThreadBinding: 4us [4us] (0.00%; 0.24%)
				tir.ManifestSharedMemoryLocalStage: 6us [6us] (0.00%; 0.36%)
				tir.CompactBufferAllocation: 4us [4us] (0.00%; 0.25%)
				tir.LowerMatchBuffer: 15us [15us] (0.00%; 0.89%)
				tir.InjectSoftwarePipeline: 22us [22us] (0.00%; 1.32%)
				tir.LowerOpaqueBlock: 4us [4us] (0.00%; 0.25%)
				tir.FlattenBuffer: 4us [4us] (0.00%; 0.25%)
				tir.BF16Legalize: 36us [4us] (0.00%; 2.17%)
					tir.BF16Promote: 10us [10us] (0.00%; 26.55%)
					tir.BF16CastElimination: 7us [7us] (0.00%; 19.19%)
					tir.BF16TypeLowering: 15us [15us] (0.00%; 42.50%)
				tir.NarrowDataType: 67us [67us] (0.00%; 4.06%)
				tir.Simplify: 136us [136us] (0.00%; 8.23%)
				tir.LoopPartition: 19us [19us] (0.00%; 1.18%)
				tir.VectorizeLoop: 25us [25us] (0.00%; 1.52%)
				tir.InjectVirtualThread: 17us [17us] (0.00%; 1.02%)
				tir.InjectDoubleBuffer: 7us [7us] (0.00%; 0.43%)
				tir.StorageRewrite: 54us [54us] (0.00%; 3.30%)
				tir.LowerVtcmAlloc: 7us [7us] (0.00%; 0.44%)
				tir.UnrollLoop: 10us [10us] (0.00%; 0.58%)
				tir.RenormalizeSplitPattern: 82us [82us] (0.00%; 4.95%)
				tir.Simplify: 98us [98us] (0.00%; 5.91%)
				tir.RemoveNoOp: 13us [13us] (0.00%; 0.76%)
				tir.RewriteUnsafeSelect: 7us [7us] (0.00%; 0.41%)
				tir.HoistIfThenElse: 115us [5us] (0.00%; 6.94%)
					tir.InsertHoistIfThenElse: 26us [26us] (0.00%; 22.61%)
					tir.Simplify: 74us [74us] (0.00%; 64.41%)
					tir.RemoveNoOp: 10us [10us] (0.00%; 8.96%)
				tir.CommonSubexprElimTIR: 574us [574us] (0.00%; 34.72%)
			tir.BindParams: 8us [8us] (0.00%; 0.00%)
			sequential: 1222us [39us] (0.00%; 0.29%)
				tir.InjectPrefetch: 11us [11us] (0.00%; 0.94%)
				tir.TextureFlatten: 16us [16us] (0.00%; 1.34%)
				tir.StorageFlatten: 349us [21us] (0.00%; 28.53%)
					tir.StorageFlatten_impl: 328us [8us] (0.00%; 93.96%)
						tir.BufferShapeLegalize: 21us [21us] (0.00%; 6.29%)
						tir.BufferStrideLegalize: 15us [15us] (0.00%; 4.66%)
						tir.ThreadScopePropagate: 8us [8us] (0.00%; 2.46%)
						tir.BufferBindUnwrapper: 14us [14us] (0.00%; 4.31%)
						tir.ApplyLayoutTransforms: 3us [3us] (0.00%; 1.02%)
						tir.StorageFlattener: 248us [248us] (0.00%; 75.63%)
						tir.AssertSimplifier: 11us [11us] (0.00%; 3.30%)
				tir.LowerCrossThreadReduction: 5us [5us] (0.00%; 0.37%)
				tir.LowerInitBlock: 5us [5us] (0.00%; 0.40%)
				tir.PlanAndUpdateBufferAllocationLocation: 4us [4us] (0.00%; 0.33%)
				tir.ConvertBlocksToOpaque: 4us [4us] (0.00%; 0.33%)
				tir.UnifyThreadBinding: 4us [4us] (0.00%; 0.32%)
				tir.ManifestSharedMemoryLocalStage: 6us [6us] (0.00%; 0.48%)
				tir.CompactBufferAllocation: 4us [4us] (0.00%; 0.32%)
				tir.LowerMatchBuffer: 13us [13us] (0.00%; 1.06%)
				tir.InjectSoftwarePipeline: 15us [15us] (0.00%; 1.23%)
				tir.LowerOpaqueBlock: 4us [4us] (0.00%; 0.31%)
				tir.FlattenBuffer: 4us [4us] (0.00%; 0.32%)
				tir.BF16Legalize: 25us [4us] (0.00%; 2.08%)
					tir.BF16Promote: 7us [7us] (0.00%; 26.77%)
					tir.BF16CastElimination: 6us [6us] (0.00%; 23.14%)
					tir.BF16TypeLowering: 8us [8us] (0.00%; 33.09%)
				tir.NarrowDataType: 58us [58us] (0.00%; 4.78%)
				tir.Simplify: 127us [127us] (0.00%; 10.37%)
				tir.LoopPartition: 15us [15us] (0.00%; 1.20%)
				tir.VectorizeLoop: 13us [13us] (0.00%; 1.09%)
				tir.InjectVirtualThread: 11us [11us] (0.00%; 0.92%)
				tir.InjectDoubleBuffer: 5us [5us] (0.00%; 0.45%)
				tir.StorageRewrite: 27us [27us] (0.00%; 2.23%)
				tir.LowerVtcmAlloc: 5us [5us] (0.00%; 0.40%)
				tir.UnrollLoop: 7us [7us] (0.00%; 0.56%)
				tir.RenormalizeSplitPattern: 61us [61us] (0.00%; 5.01%)
				tir.Simplify: 60us [60us] (0.00%; 4.92%)
				tir.RemoveNoOp: 12us [12us] (0.00%; 1.02%)
				tir.RewriteUnsafeSelect: 4us [4us] (0.00%; 0.36%)
				tir.HoistIfThenElse: 93us [4us] (0.00%; 7.63%)
					tir.InsertHoistIfThenElse: 19us [19us] (0.00%; 20.14%)
					tir.Simplify: 60us [60us] (0.00%; 64.22%)
					tir.RemoveNoOp: 10us [10us] (0.00%; 11.03%)
				tir.CommonSubexprElimTIR: 214us [214us] (0.00%; 17.55%)
			tir.BindParams: 6us [6us] (0.00%; 0.00%)
			sequential: 5978us [64us] (0.02%; 1.41%)
				tir.InjectPrefetch: 19us [19us] (0.00%; 0.31%)
				tir.TextureFlatten: 159us [159us] (0.00%; 2.66%)
				tir.StorageFlatten: 933us [56us] (0.00%; 15.62%)
					tir.StorageFlatten_impl: 877us [10us] (0.00%; 93.98%)
						tir.BufferShapeLegalize: 79us [79us] (0.00%; 9.06%)
						tir.BufferStrideLegalize: 56us [56us] (0.00%; 6.35%)
						tir.ThreadScopePropagate: 35us [35us] (0.00%; 3.96%)
						tir.BufferBindUnwrapper: 52us [52us] (0.00%; 5.93%)
						tir.ApplyLayoutTransforms: 4us [4us] (0.00%; 0.42%)
						tir.StorageFlattener: 610us [610us] (0.00%; 69.53%)
						tir.AssertSimplifier: 32us [32us] (0.00%; 3.66%)
				tir.LowerCrossThreadReduction: 5us [5us] (0.00%; 0.08%)
				tir.LowerInitBlock: 5us [5us] (0.00%; 0.08%)
				tir.PlanAndUpdateBufferAllocationLocation: 4us [4us] (0.00%; 0.07%)
				tir.ConvertBlocksToOpaque: 4us [4us] (0.00%; 0.06%)
				tir.UnifyThreadBinding: 4us [4us] (0.00%; 0.07%)
				tir.ManifestSharedMemoryLocalStage: 8us [8us] (0.00%; 0.14%)
				tir.CompactBufferAllocation: 4us [4us] (0.00%; 0.07%)
				tir.LowerMatchBuffer: 35us [35us] (0.00%; 0.58%)
				tir.InjectSoftwarePipeline: 44us [44us] (0.00%; 0.74%)
				tir.LowerOpaqueBlock: 4us [4us] (0.00%; 0.07%)
				tir.FlattenBuffer: 4us [4us] (0.00%; 0.06%)
				tir.BF16Legalize: 54us [5us] (0.00%; 0.91%)
					tir.BF16Promote: 15us [15us] (0.00%; 28.49%)
					tir.BF16CastElimination: 14us [14us] (0.00%; 25.29%)
					tir.BF16TypeLowering: 20us [20us] (0.00%; 37.43%)
				tir.NarrowDataType: 201us [201us] (0.00%; 3.36%)
				tir.Simplify: 494us [494us] (0.00%; 8.26%)
				tir.LoopPartition: 39us [39us] (0.00%; 0.66%)
				tir.VectorizeLoop: 31us [31us] (0.00%; 0.53%)
				tir.InjectVirtualThread: 40us [40us] (0.00%; 0.68%)
				tir.InjectDoubleBuffer: 8us [8us] (0.00%; 0.14%)
				tir.StorageRewrite: 120us [120us] (0.00%; 2.01%)
				tir.LowerVtcmAlloc: 13us [13us] (0.00%; 0.23%)
				tir.UnrollLoop: 81us [81us] (0.00%; 1.35%)
				tir.RenormalizeSplitPattern: 157us [157us] (0.00%; 2.63%)
				tir.Simplify: 300us [300us] (0.00%; 5.02%)
				tir.RemoveNoOp: 31us [31us] (0.00%; 0.52%)
				tir.RewriteUnsafeSelect: 14us [14us] (0.00%; 0.23%)
				tir.HoistIfThenElse: 363us [5us] (0.00%; 6.07%)
					tir.InsertHoistIfThenElse: 59us [59us] (0.00%; 16.20%)
					tir.Simplify: 274us [274us] (0.00%; 75.50%)
					tir.RemoveNoOp: 25us [25us] (0.00%; 6.94%)
				tir.CommonSubexprElimTIR: 2733us [2733us] (0.01%; 45.72%)
			tir.BindParams: 20us [20us] (0.00%; 0.00%)
			sequential: 3084us [26us] (0.01%; 0.73%)
				tir.InjectPrefetch: 14us [14us] (0.00%; 0.47%)
				tir.TextureFlatten: 43us [43us] (0.00%; 1.41%)
				tir.StorageFlatten: 1109us [22us] (0.00%; 35.96%)
					tir.StorageFlatten_impl: 1087us [10us] (0.00%; 97.99%)
						tir.BufferShapeLegalize: 85us [85us] (0.00%; 7.80%)
						tir.BufferStrideLegalize: 56us [56us] (0.00%; 5.18%)
						tir.ThreadScopePropagate: 37us [37us] (0.00%; 3.44%)
						tir.BufferBindUnwrapper: 58us [58us] (0.00%; 5.33%)
						tir.ApplyLayoutTransforms: 4us [4us] (0.00%; 0.33%)
						tir.StorageFlattener: 825us [825us] (0.00%; 75.93%)
						tir.AssertSimplifier: 12us [12us] (0.00%; 1.11%)
				tir.LowerCrossThreadReduction: 5us [5us] (0.00%; 0.16%)
				tir.LowerInitBlock: 5us [5us] (0.00%; 0.17%)
				tir.PlanAndUpdateBufferAllocationLocation: 4us [4us] (0.00%; 0.14%)
				tir.ConvertBlocksToOpaque: 4us [4us] (0.00%; 0.13%)
				tir.UnifyThreadBinding: 4us [4us] (0.00%; 0.12%)
				tir.ManifestSharedMemoryLocalStage: 6us [6us] (0.00%; 0.20%)
				tir.CompactBufferAllocation: 4us [4us] (0.00%; 0.13%)
				tir.LowerMatchBuffer: 15us [15us] (0.00%; 0.50%)
				tir.InjectSoftwarePipeline: 22us [22us] (0.00%; 0.71%)
				tir.LowerOpaqueBlock: 4us [4us] (0.00%; 0.14%)
				tir.FlattenBuffer: 4us [4us] (0.00%; 0.13%)
				tir.BF16Legalize: 36us [5us] (0.00%; 1.15%)
					tir.BF16Promote: 9us [9us] (0.00%; 26.61%)
					tir.BF16CastElimination: 8us [8us] (0.00%; 22.55%)
					tir.BF16TypeLowering: 13us [13us] (0.00%; 37.86%)
				tir.NarrowDataType: 96us [96us] (0.00%; 3.12%)
				tir.Simplify: 177us [177us] (0.00%; 5.75%)
				tir.LoopPartition: 19us [19us] (0.00%; 0.61%)
				tir.VectorizeLoop: 18us [18us] (0.00%; 0.58%)
				tir.InjectVirtualThread: 15us [15us] (0.00%; 0.49%)
				tir.InjectDoubleBuffer: 6us [6us] (0.00%; 0.19%)
				tir.StorageRewrite: 41us [41us] (0.00%; 1.32%)
				tir.LowerVtcmAlloc: 7us [7us] (0.00%; 0.22%)
				tir.UnrollLoop: 8us [8us] (0.00%; 0.27%)
				tir.RenormalizeSplitPattern: 58us [58us] (0.00%; 1.87%)
				tir.Simplify: 75us [75us] (0.00%; 2.45%)
				tir.RemoveNoOp: 14us [14us] (0.00%; 0.44%)
				tir.RewriteUnsafeSelect: 6us [6us] (0.00%; 0.19%)
				tir.HoistIfThenElse: 113us [5us] (0.00%; 3.66%)
					tir.InsertHoistIfThenElse: 24us [24us] (0.00%; 20.89%)
					tir.Simplify: 74us [74us] (0.00%; 65.71%)
					tir.RemoveNoOp: 10us [10us] (0.00%; 8.90%)
				tir.CommonSubexprElimTIR: 1126us [1126us] (0.00%; 36.50%)
			tir.BindParams: 8us [8us] (0.00%; 0.00%)
			sequential: 11757us [22us] (0.05%; 2.78%)
				tir.InjectPrefetch: 16us [16us] (0.00%; 0.14%)
				tir.TextureFlatten: 53us [53us] (0.00%; 0.45%)
				tir.StorageFlatten: 876us [19us] (0.00%; 7.45%)
					tir.StorageFlatten_impl: 857us [8us] (0.00%; 97.79%)
						tir.BufferShapeLegalize: 70us [70us] (0.00%; 8.20%)
						tir.BufferStrideLegalize: 58us [58us] (0.00%; 6.76%)
						tir.ThreadScopePropagate: 43us [43us] (0.00%; 4.96%)
						tir.BufferBindUnwrapper: 54us [54us] (0.00%; 6.26%)
						tir.ApplyLayoutTransforms: 3us [3us] (0.00%; 0.39%)
						tir.StorageFlattener: 596us [596us] (0.00%; 69.60%)
						tir.AssertSimplifier: 25us [25us] (0.00%; 2.93%)
				tir.LowerCrossThreadReduction: 5us [5us] (0.00%; 0.04%)
				tir.LowerInitBlock: 5us [5us] (0.00%; 0.04%)
				tir.PlanAndUpdateBufferAllocationLocation: 4us [4us] (0.00%; 0.03%)
				tir.ConvertBlocksToOpaque: 4us [4us] (0.00%; 0.03%)
